Rk,School,Conf,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,Year
47,Iowa,Big Ten,21,11,76.8,72.1,4.63,7.59,3.82,6.94,10.75,1991
48,Cincinnati,Metro,18,12,73.9,67.3,6.63,3.98,-0.93,11.54,10.61,1991
49,West Virginia,A-10,17,14,87.3,80.4,6.94,3.64,12.61,-2.04,10.57,1991
50,Eastern Michigan,MAC,26,7,77.9,67.6,10.27,0.5,2.94,6.95,9.89,1991
51,Illinois,Big Ten,21,10,77.5,75.5,2,8.39,6.06,3.76,9.82,1991
52,Minnesota,Big Ten,12,16,71.5,70.2,1.29,8.3,1.59,8,9.59,1991
53,Wisconsin,Big Ten,15,15,70.8,69.8,0.97,8.34,-1.16,10.28,9.13,1991
54,Maryland,ACC,16,12,80.2,79.4,0.82,8.21,7.3,1.73,9.03,1991
55,Penn State,A-10,21,11,74.3,69,5.25,3.68,-1.13,10.06,8.93,1991
56,Siena,MAAC,25,10,80.8,70.9,9.89,-0.87,6.39,2.54,8.93,1991
57,Louisiana Tech,ASC,21,10,80.3,72.7,7.61,1.26,5.13,3.74,8.87,1991
58,Brigham Young,WAC,21,13,72.2,68.7,3.47,5.37,1.46,7.38,8.84,1991
59,Florida State,Metro,21,11,79.3,75.9,3.38,5.46,5.61,3.22,8.83,1991
60,Southern Illinois,MVC,18,14,77.7,70.8,6.88,1.91,4.86,3.89,8.75,1991
61,Tulsa,MVC,18,12,76.6,70.8,5.83,2.77,2.52,6.09,8.6,1991
62,Michigan,Big Ten,14,15,72.9,72.9,0.07,8.53,1.65,6.81,8.46,1991
63,Princeton,Ivy,24,3,62.4,48.9,13.48,-4.19,-15.96,24.34,8.39,1991
64,Oregon,Pac-10,13,15,76.1,77.9,-1.79,10.14,4.52,3.77,8.28,1991
65,California,Pac-10,13,15,77.8,77.2,0.61,6.97,4.11,4.04,8.15,1991
66,New Mexico,WAC,20,10,76.9,70.5,6.43,2.42,3.27,4.87,8.14,1991
67,Boston College,Big East,11,19,75.5,75.5,0,8.03,4.22,3.81,8.03,1991
68,South Carolina,Metro,20,13,68.8,64.4,4.45,3.83,-5.04,13.06,8.02,1991
69,Louisville,Metro,14,16,77.1,76.7,0.33,7.48,2.58,5.24,7.82,1991
70,Wyoming,WAC,20,12,82.5,76.6,5.97,3.33,9.9,-2.09,7.81,1991
71,George Washington,A-10,19,12,77.7,72.7,4.97,2.82,3.69,4.1,7.79,1991
72,Iowa State,Big 8,12,19,78.6,83.7,-5.06,13.64,8.05,-0.41,7.64,1991
73,Tulane,Metro,15,13,78.1,73.8,4.32,3.36,4.87,2.71,7.58,1991
74,Northern Illinois,Mid-Cont,25,6,67.9,57.5,10.42,-3.09,-8.17,15.71,7.54,1991
75,New Orleans,ASC,23,8,74.6,64.9,9.74,-0.65,-5.82,13.27,7.45,1991
76,Southern Mississippi,Metro,21,8,84,78.9,5.03,3.39,8.45,-1.05,7.39,1991
77,Washington State,Pac-10,16,12,82.6,77.9,4.75,7.3,5.51,1.88,7.39,1991
78,Rutgers,A-10,19,10,76.4,75.2,1.14,6.57,3.46,3.71,7.17,1991
79,Massachusetts,A-10,20,13,77.2,72.7,4.52,3.22,2.75,4.41,7.16,1991
80,Washington,Pac-10,14,14,67.6,67.7,-0.04,8.41,-5.85,12.8,6.95,1991
81,UTEP,WAC,16,13,69,64.9,4.1,3.76,-2.53,9.44,6.91,1991
82,Oregon State,Pac-10,14,14,74.4,77.2,-2.75,9.63,3.01,3.87,6.88,1991
83,Florida,SEC,11,17,73.4,75.8,-2.32,9.6,0.3,6.49,6.79,1991
84,South Alabama,Sun Belt,22,9,88.7,72.7,15.97,0.85,11.92,-5.13,6.79,1991
85,Rice,SWC,16,14,74.5,73.2,1.27,5.82,1.11,5.51,6.62,1991
86,Saint Peter's,MAAC,24,7,70.5,63,7.52,-0.98,-5.19,11.73,6.54,1991
87,Memphis,Metro,17,15,76.5,74.3,2.22,4.27,2.5,3.99,6.49,1991
88,Bowling Green State,MAC,17,13,77.6,71.9,5.77,1.42,2.46,3.68,6.14,1991
89,La Salle,MAAC,19,10,81.3,76.5,4.83,0.81,7.18,-1.41,5.77,1991
90,Pepperdine,WCC,22,9,75.4,70.1,5.26,0.88,-1.46,7.08,5.61,1991
91,Notre Dame,Ind,12,20,69.8,74.3,-4.5,10.1,-2.29,7.89,5.6,1991
92,Tennessee,SEC,12,22,79.1,82,-2.94,8.37,6.61,-1.03,5.59,1991
93,Clemson,ACC,11,17,73.7,76.7,-3,9,0.19,5.32,5.51,1991
94,Missouri State,MVC,22,12,72.4,66.8,5.56,-0.08,-2.93,8.41,5.48,1991
95,Baylor,SWC,12,15,79.6,76.9,2.7,2.64,4.26,1.12,5.38,1991
96,Murray State,OVC,24,9,78.6,69.8,8.73,-3.83,-2.7,7.74,5.04,1991
97,Southern Methodist,SWC,12,17,71.2,72.2,-1.07,6.36,-3.35,8.3,4.95,1991
98,Miami (OH),MAC,16,12,79.5,76.1,3.39,1.52,6.61,-1.69,4.92,1991
99,Arkansas State,ASC,23,9,71.7,66,5.66,-0.55,-6.21,11.08,4.87,1991
100,Auburn,SEC,13,16,75.3,79.4,-4.1,8.93,2.95,1.92,4.86,1991
101,Green Bay,Mid-Cont,24,7,67.9,61.1,6.84,-0.77,-6.95,11.74,4.79,1991
102,Xavier,MW Coll,22,10,81,75,5.94,-1.52,3.57,0.93,4.51,1991
103,UAB,Sun Belt,18,13,81.7,78.5,3.23,2.11,4.12,0.1,4.21,1991
104,TCU,SWC,18,10,72.6,71.1,1.54,2.23,-3.11,7.19,4.08,1991
105,Louisiana,ASC,21,10,91.1,83.6,7.52,-3.51,10.82,-6.81,4.01,1991
106,UC Santa Barbara,Big West,14,15,71.6,71.3,0.21,3.4,-5.01,8.59,3.57,1991
107,James Madison,CAA,19,10,76.2,72.3,3.9,-0.6,-1.92,5.22,3.3,1991
108,Ball State,MAC,21,10,73.4,66.6,6.81,-0.77,-3.09,6.13,3.04,1991
109,San Diego,WCC,17,12,82.3,76.1,6.14,-2.31,3.77,-0.97,2.8,1991
110,Coppin State,MEAC,19,11,80.8,69.6,11.27,-8.25,-1.27,4.03,2.75,1991
111,Lamar,ASC,15,13,85.7,81.4,4.29,-1.67,9.48,-6.86,2.62,1991
112,Fordham,Patriot,25,8,75.5,70.5,5.03,-1.62,-1.95,4.52,2.57,1991
113,Santa Clara,WCC,16,13,73.1,70,3.1,-0.37,-5.87,8.35,2.49,1991
114,Miami (FL),Ind,9,19,72.4,74.2,-1.82,4.31,-1.02,3.51,2.48,1991
115,Hawaii,WAC,16,13,72.1,73.2,-1.1,4.21,0.45,1.97,2.42,1991
116,Duquesne,A-10,13,15,76.8,79.1,-2.32,4.63,3.06,-0.76,2.31,1991
117,Richmond,CAA,22,10,72.1,67.8,4.38,-1.38,-4.56,6.7,2.14,1991
118,Saint Joseph's,A-10,13,17,79.7,81.4,-1.73,3.86,5.13,-3.03,2.1,1991
119,Marquette,MW Coll,11,18,73.1,74.1,-0.97,3.05,-2.82,4.9,2.09,1991
120,South Florida,Sun Belt,19,11,73.9,70.7,3.23,-1.18,-4.48,6.53,2.05,1991
121,Iona,MAAC,17,13,74.5,72.6,1.83,0.17,0.81,1.19,2,1991
122,Colorado State,WAC,15,14,62.6,61.5,1.07,1.48,-11.92,13.73,1.81,1991
123,San Diego State,WAC,13,16,70.1,71.2,-1.07,4.74,-4.23,5.86,1.63,1991
124,Charlotte,Sun Belt,14,14,88.6,89.2,-0.61,2.01,12.28,-10.88,1.4,1991
125,Mississippi,SEC,9,19,73.8,77.8,-4.04,5.39,-0.32,1.68,1.35,1991
126,UTSA,TAAC,21,8,90.7,81.8,8.97,-8.69,10.58,-9.26,1.31,1991
127,Saint Francis (PA),NEC,24,8,83.6,77.1,6.5,-5.23,4.49,-3.21,1.27,1991
128,Dayton,MW Coll,14,15,85.3,83.7,1.59,-0.49,9.13,-8.03,1.1,1991
129,Butler,MW Coll,18,11,84.1,81.1,3.07,-1.99,7.48,-6.4,1.08,1991
130,Louisiana-Monroe,Southland,25,8,83.9,75.2,8.67,-8.06,0.92,-0.17,0.76,1991
131,Pacific,Big West,14,15,73.4,73.3,0.14,0.54,-5.66,6.33,0.68,1991
132,Old Dominion,Sun Belt,14,18,75.8,75.2,0.56,-0.25,-1.74,2.05,0.32,1991
133,Western Kentucky,Sun Belt,14,14,84.2,85.1,-0.86,1.17,7.54,-7.23,0.31,1991
134,Saint Louis,MW Coll,19,14,79.9,79.3,0.61,0.6,2.98,-2.76,0.22,1991
135,Central Michigan,MAC,14,14,70.6,68.9,1.71,0.64,-5.24,5.34,0.1,1991
136,Fresno State,Big West,14,16,83.6,85.8,-2.23,2.34,6.6,-6.49,0.1,1991
137,Chattanooga,Southern,19,10,80.8,75.3,5.55,-4.07,-1.62,1.66,0.04,1991
138,Robert Morris,NEC,17,11,80.9,76.3,4.57,-4.57,0.86,-0.86,0.01,1991
139,Texas Tech,SWC,8,23,66.4,70.8,-4.45,5.55,-6.94,6.88,-0.06,1991
140,Virginia Tech,Metro,13,16,73.6,79.3,-5.72,5.63,1.52,-1.61,-0.09,1991
141,Eastern Kentucky,OVC,19,10,77.6,72.9,4.72,-1.91,-2.87,2.69,-0.18,1991
142,Utah State,Big West,11,17,81.3,84.6,-3.25,2.92,7.68,-8.01,-0.33,1991
143,Fairleigh Dickinson,NEC,22,9,78.2,71.3,6.87,-7.24,-2.09,1.72,-0.37,1991
144,Montana,Big Sky,23,8,79.1,73.3,5.87,-5.2,-0.92,0.51,-0.4,1991
145,Coastal Carolina,Big South,24,8,73.1,64.7,8.44,-9.47,-6.02,5.58,-0.44,1991
146,Northeastern,NAC,22,11,77,73.4,3.64,-4.2,-1.1,0.53,-0.57,1991
147,Furman,Southern,20,9,81.2,75.1,6.1,-4.74,0.83,-1.5,-0.66,1991
148,Indiana State,MVC,14,14,69,69.1,-0.11,-0.66,-6.16,5.39,-0.77,1991
149,George Mason,CAA,14,16,76.6,76.8,-0.17,-0.84,0.68,-1.65,-0.97,1991
150,Cal State Fullerton,Big West,14,14,79.9,82.1,-2.21,1.99,3.14,-4.19,-1.05,1991
151,Rhode Island,A-10,11,17,74.3,77.4,-3.11,3.66,-0.99,-0.24,-1.23,1991
152,Wichita State,MVC,14,17,66.2,71.8,-5.58,4.15,-6.14,4.71,-1.44,1991
153,Bucknell,Patriot,18,13,79.7,74.1,5.65,-5.81,1.57,-3.15,-1.58,1991
154,Ohio,MAC,16,12,65.8,66,-0.25,-0.26,-10.39,8.68,-1.71,1991
155,Boise State,Big Sky,18,11,69,64.6,4.41,-6.14,-10.83,9.11,-1.72,1991
156,Cal State Long Beach,Big West,11,17,75,79.2,-4.21,2.51,-2.97,1.16,-1.81,1991
157,Austin Peay,OVC,15,14,84.7,85.1,-0.34,-0.48,7.17,-9.23,-2.07,1991
158,Evansville,MW Coll,14,14,72.4,73.2,-0.82,-1.26,-4.72,2.64,-2.08,1991
159,Gonzaga,WCC,14,14,76.9,74.2,2.75,-3.36,-4.57,2.47,-2.1,1991
160,Middle Tennessee,OVC,21,9,81,75.4,5.6,-7.49,-0.77,-1.54,-2.31,1991
161,Idaho,Big Sky,19,11,72.6,68.5,4.1,-4.5,-7.68,5.15,-2.54,1991
162,Holy Cross,Patriot,18,12,80,76.3,3.73,-5.79,1.19,-3.84,-2.65,1991
163,Virginia Commonwealth,Sun Belt,14,17,76.3,78.6,-2.32,0.71,-1.82,-0.83,-2.65,1991
164,Eastern Illinois,Mid-Cont,17,12,73.6,69.9,3.69,-3.87,-5.33,2.54,-2.79,1991
165,Marshall,Southern,14,14,82.2,83.4,-1.25,-0.84,4.05,-6.88,-2.84,1991
166,Monmouth,NEC,19,10,67.2,63.4,3.79,-6.64,-11.87,9.02,-2.85,1991
167,American,CAA,15,14,76,75.7,0.28,-1.45,-0.68,-2.2,-2.88,1991
168,Nevada,Big Sky,17,14,72.6,73,-0.42,-2.42,-3.06,0.17,-2.89,1991
169,Loyola Marymount,WCC,16,15,103.6,105.3,-1.74,0.4,25.29,-28.3,-3.01,1991
170,Saint Mary's (CA),WCC,13,17,74.8,76.6,-1.83,-1.39,-1.39,-1.8,-3.18,1991
171,Toledo,MAC,17,16,73.9,75.7,-1.76,-0.96,-4.12,0.93,-3.19,1991
172,Akron,Mid-Cont,15,13,68.5,67.4,1.07,-3.68,-7.65,4.38,-3.28,1991
173,Southern Utah,Ind,16,12,93,84.7,8.32,-8.93,5.79,-9.19,-3.41,1991
174,Kent State,MAC,10,18,62.9,65.4,-2.46,-0.18,-12.08,8.64,-3.44,1991
175,Southern,SWAC,19,9,104.4,90.7,13.75,-12.6,13.22,-16.65,-3.44,1991
176,UC Irvine,Big West,11,19,84.4,92,-7.53,4.07,9.87,-13.33,-3.46,1991
177,Towson,ECC,19,11,77.5,76.5,0.97,-4.65,-2.26,-1.23,-3.48,1991
178,Milwaukee,Ind,18,10,84.8,78.7,6.04,-9.19,-0.48,-3.27,-3.74,1991
179,Yale,Ivy,15,11,62.7,58,4.65,-6.99,-14.78,10.91,-3.87,1991
180,Hartford,NAC,13,16,70.6,70.4,0.17,-4.2,-7.34,3.31,-4.03,1991
181,Lehigh,Patriot,19,10,79.4,77.7,1.72,-5.85,2.39,-6.55,-4.16,1991
182,Bradley,MVC,8,20,72.6,77.7,-5.14,0.96,-3.52,-0.66,-4.18,1991
183,Northern Iowa,Mid-Cont,13,19,67.8,70.3,-2.44,-1.31,-7.62,3.42,-4.2,1991
184,Texas A&M,SWC,8,21,71.5,80.4,-8.86,5.37,-4.07,-0.24,-4.31,1991
185,Detroit Mercy,MW Coll,9,19,70.9,73.6,-2.71,-1.84,-5.82,1.39,-4.43,1991
186,Manhattan,MAAC,13,15,71.2,73.1,-1.89,-2.55,-5.3,0.86,-4.44,1991
187,Tennessee Tech,OVC,12,16,84.9,83.6,1.21,-2.31,3.15,-7.61,-4.46,1991
188,Wright State,Ind,19,9,92.6,88.6,4.07,-7.59,10.14,-14.61,-4.47,1991
189,Georgia Southern,TAAC,14,13,76.3,73.9,2.33,-6.88,-2.64,-1.94,-4.58,1991
190,Stetson,TAAC,15,16,73.7,71.1,2.68,-6.94,-6.73,2.05,-4.68,1991
191,Jackson State,SWAC,17,13,82.6,82.1,0.5,-5.56,-0.16,-4.9,-5.06,1991
192,Illinois-Chicago,Mid-Cont,15,15,70.9,73.4,-2.47,-2.19,-4.26,-0.93,-5.19,1991
193,Cleveland State,Mid-Cont,12,16,71.6,74.1,-2.46,-1.7,-2.41,-2.85,-5.26,1991
194,Appalachian State,Southern,16,14,82.8,82.9,-0.17,-4.69,1.65,-7.31,-5.66,1991
195,Weber State,Big Sky,12,16,75.8,74.5,1.29,-6.34,-6.45,0.74,-5.71,1991
196,Northwestern,Big Ten,5,23,71.5,81.4,-9.86,6.65,-1.32,-4.54,-5.85,1991
197,Canisius,MAAC,10,19,67.8,70.2,-2.38,-2.12,-10.11,4.17,-5.94,1991
198,Loyola (MD),MAAC,12,16,71.8,76.5,-4.68,-1.39,-5.02,-1.06,-6.07,1991
199,Delaware,ECC,16,13,75.8,74.5,1.28,-7.32,-3.51,-2.66,-6.17,1991
200,William & Mary,CAA,13,15,70.3,72,-1.71,-3.7,-8.31,1.8,-6.51,1991
201,Niagara,MAAC,8,20,66.9,75.3,-8.46,1.5,-7.41,0.44,-6.97,1991
202,Kansas City,Ind,15,14,81.1,80.5,0.62,-6.22,-1.75,-5.23,-6.98,1991
203,Drexel,ECC,12,16,77.9,79.1,-1.21,-5.82,-0.41,-6.58,-7,1991
204,Central Florida,ASC,10,17,76.1,79.2,-3.07,-3.22,-2.01,-5.01,-7.02,1991
205,UT Arlington,Southland,20,9,94.6,88.4,6.21,-8.92,9.16,-16.3,-7.15,1991
206,Hofstra,ECC,14,14,67.8,67,0.75,-7.91,-13.03,5.87,-7.16,1991
207,East Carolina,CAA,12,16,69.9,71.3,-1.39,-3.82,-8,0.6,-7.4,1991
208,Drake,MVC,8,21,71.5,80.4,-8.9,1.49,-2.7,-4.7,-7.41,1991
209,Pennsylvania,Ivy,9,17,67.9,72.8,-4.92,-2.68,-7.37,-0.08,-7.45,1991
210,Vermont,NAC,15,13,74.6,73,1.57,-7.36,-4.7,-2.85,-7.55,1991
211,Little Rock,TAAC,10,20,71.6,74,-2.37,-4.87,-7.87,0.32,-7.56,1991
212,UNC Wilmington,CAA,11,17,69.3,71.9,-2.61,-4.25,-8.1,0.54,-7.56,1991
213,Western Michigan,MAC,5,22,67.1,76.1,-9,1.9,-6.7,-0.87,-7.57,1991
214,Fairfield,MAAC,8,20,71.4,78.1,-6.64,-1.05,-3.28,-4.3,-7.58,1991
215,Delaware State,MEAC,19,11,91.4,86.2,5.13,-10.41,8.99,-16.58,-7.59,1991
216,Jacksonville,Sun Belt,6,22,71.1,80.3,-9.14,2.51,-6.68,-1.03,-7.71,1991
217,Air Force,WAC,9,20,59.6,65.7,-6.14,0.59,-15.75,7.97,-7.77,1991
218,San Jose State,Big West,7,20,68.1,79.5,-11.44,3.39,-8.31,0.26,-8.06,1991
219,Western Illinois,Mid-Cont,13,15,75,77.3,-2.29,-3.51,-2.27,-5.82,-8.09,1991
220,Alabama State,SWAC,18,11,91.6,87.8,3.83,-11.12,4.17,-12.32,-8.16,1991
221,Georgia State,TAAC,16,15,79.1,78.3,0.81,-9.16,-2.8,-5.55,-8.35,1991
222,Maine,NAC,13,16,70.7,73.7,-3,-5.39,-6.48,-1.92,-8.39,1991
223,Eastern Washington,Big Sky,11,16,80.9,82,-1.11,-7.31,0.51,-8.93,-8.42,1991
224,San Francisco,WCC,12,17,76.4,82,-5.59,-1.67,-3.13,-5.28,-8.42,1991
225,North Texas,Southland,17,13,88.1,87.6,0.47,-8.94,6.9,-15.37,-8.47,1991
226,Radford,Big South,22,7,73.2,68.4,4.86,-12.47,-6.15,-2.32,-8.47,1991
227,Navy,CAA,8,21,84.1,88.8,-4.72,-3.97,8,-16.7,-8.7,1991
228,North Carolina A&T,MEAC,17,10,80.4,78.7,1.7,-9.28,-1.59,-7.11,-8.7,1991
229,Texas-Rio Grande Valley,ASC,7,21,73.1,82.7,-9.54,0.7,-4.13,-4.6,-8.73,1991
230,Rider,ECC,14,16,70.1,71.3,-1.23,-7.54,-9.63,0.33,-9.31,1991
231,Lafayette,Patriot,7,21,66.7,71,-4.32,-3.68,-10.87,1.52,-9.34,1991
232,Loyola (IL),MW Coll,10,19,74.8,80.9,-6.1,-3.34,-3.75,-5.7,-9.45,1991
233,Texas Southern,SWAC,13,17,80.2,81.3,-1.17,-7.63,-6,-3.6,-9.6,1991
234,Montana State,Big Sky,12,16,81,82.2,-1.21,-6.44,-1.83,-7.91,-9.75,1991
235,South Carolina State,MEAC,13,15,76.3,76.5,-0.21,-10.71,-6.53,-3.33,-9.86,1991
236,St. Francis (NY),NEC,15,14,80.3,79.4,0.9,-10.77,-0.4,-9.47,-9.87,1991
237,Illinois State,MVC,5,23,59.9,71.5,-11.54,1.62,-12.8,2.46,-10.34,1991
238,Dartmouth,Ivy,9,17,67.6,71.2,-3.65,-6.24,-8.32,-2.24,-10.56,1991
239,Cornell,Ivy,13,13,70.8,75,-4.15,-5.23,-6.76,-4.39,-11.15,1991
240,VMI,Southern,10,18,71.3,77.4,-6.07,-3.49,-7.81,-3.45,-11.26,1991
241,Florida A&M,MEAC,17,14,78.3,80.9,-2.55,-8.08,-5.04,-6.31,-11.35,1991
242,Youngstown State,Ind,12,16,85.3,84.6,0.64,-7.13,0.79,-12.21,-11.42,1991
243,Mount St. Mary's,NEC,8,19,79.2,84.9,-5.74,-5.74,-0.62,-10.86,-11.48,1991
244,Boston University,NAC,11,18,68,75.3,-7.24,-4.26,-7.61,-3.89,-11.5,1991
245,Morehead State,OVC,16,13,76.4,78.6,-2.17,-7.38,-7.57,-4.03,-11.6,1991
246,Howard,MEAC,8,20,79.9,82.5,-2.57,-9.19,-1.64,-10.09,-11.72,1991
247,Brown,Ivy,11,15,71.3,75.7,-4.38,-5.83,-5.3,-6.56,-11.87,1991
248,Portland,WCC,5,23,75.6,87,-11.46,-0.08,-1.38,-10.51,-11.89,1991
249,Idaho State,Big Sky,11,18,80.1,86.5,-6.41,-5.26,1.82,-13.9,-12.09,1991
250,Western Carolina,Southern,11,17,80.9,86.8,-5.86,-4.75,-0.13,-12.17,-12.29,1991
251,St. Bonaventure,A-10,5,23,74,86.5,-12.54,1.57,-3.45,-8.91,-12.36,1991
252,Harvard,Ivy,9,17,75.4,82.2,-6.81,-4.58,0.89,-13.48,-12.58,1991
253,Davidson,Big South,10,19,66.1,70.7,-4.59,-7.93,-12.63,0.03,-12.6,1991
254,McNeese State,Southland,8,19,66.8,71.7,-4.93,-7.88,-17.45,4.78,-12.68,1991
255,Stephen F. Austin,Southland,11,17,66.7,68.7,-2.04,-10.52,-19.24,6.49,-12.74,1991
256,Valparaiso,Mid-Cont,5,22,60,71.7,-11.63,-1.91,-13.5,-0.05,-13.54,1991
257,Columbia,Ivy,7,19,65.3,72.8,-7.5,-5.16,-11.06,-2.62,-13.68,1991
258,Texas State,Southland,10,17,79.7,84.1,-4.44,-6.83,-2.01,-11.74,-13.75,1991
259,Centenary (LA),TAAC,17,12,84.6,89.8,-5.17,-8.61,4.07,-17.86,-13.78,1991
260,Tennessee State,OVC,5,23,79.4,89.6,-10.18,-1.72,-0.94,-13.02,-13.95,1991
261,Augusta State,Big South,14,16,67.8,73.3,-5.5,-8.18,-10.14,-3.86,-14,1991
262,Army,Patriot,6,22,62.1,70.8,-8.71,-5.42,-16.95,2.82,-14.13,1991
263,Mississippi Valley State,SWAC,9,19,84.1,90,-5.93,-6.48,1.64,-15.77,-14.13,1991
264,Marist,NEC,6,22,67.2,75.7,-8.5,-5.82,-11.14,-3.18,-14.32,1991
265,The Citadel,Southern,6,22,72.9,85,-12.07,-0.03,-7.58,-7.29,-14.87,1991
266,Colgate,Patriot,5,23,71.6,82.7,-11.07,-4.33,-6.08,-9.32,-15.4,1991
267,Long Island University,NEC,10,18,75.4,84.4,-9.04,-6.68,-3.34,-12.38,-15.72,1991
268,Cal State Northridge,Ind,8,20,79.6,88.2,-8.61,-6.19,-2.29,-13.44,-15.73,1991
269,Sam Houston State,Southland,7,20,76.8,85.9,-9.15,-4.6,-4.79,-11.08,-15.88,1991
270,Maryland-Baltimore County,ECC,7,22,67.4,78.9,-11.41,-3.79,-11.09,-5.02,-16.11,1991
271,Brooklyn,Ind,11,16,67,68.6,-1.59,-9.1,-17.52,0.9,-16.62,1991
272,Northwestern State,Southland,6,22,73.3,78.4,-5.11,-10.22,-12.75,-3.94,-16.68,1991
273,Wagner,NEC,4,26,71.1,85.7,-14.67,-5.3,-6.38,-10.39,-16.77,1991
274,Charleston Southern,Big South,9,19,73,78.3,-5.25,-10.34,-5.59,-11.29,-16.88,1991
275,New Hampshire,NAC,3,25,59.2,73.5,-14.32,-2.83,-16.83,-0.33,-17.16,1991
276,Southeastern Louisiana,Ind,9,19,73.4,84,-10.61,-6.68,-9.56,-7.72,-17.29,1991
277,Liberty,Ind,5,23,63.6,71.8,-8.14,-7.85,-17.27,-0.45,-17.73,1991
278,Alcorn State,SWAC,8,21,80.3,88.4,-8.03,-9.68,-4.67,-13.09,-17.75,1991
