Rk,School,Conf,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,Year
36,Pittsburgh,Big East,15,14,76.1,69,7.03,6.57,7.6,3.6,11.2,1986
37,Western Kentucky,Sun Belt,23,8,69.5,62.5,7.03,5.31,2.73,8.31,11.04,1986
38,DePaul,Ind,18,13,69.1,65.8,3.35,7.43,3.03,7.76,10.78,1986
39,TCU,SWC,22,9,70,58.7,11.32,2.38,1.71,8.93,10.63,1986
40,Kansas State,Big 8,16,14,71.3,67.9,3.37,10.22,3.63,6.99,10.62,1986
41,Florida,SEC,19,14,70.2,66.8,3.42,7.12,3.83,6.72,10.55,1986
42,Jacksonville,Sun Belt,21,10,67.2,62.2,4.97,5.77,1.02,9.28,10.29,1986
43,Tulsa,MVC,23,9,65.3,57.9,7.34,3.72,-0.29,10.51,10.22,1986
44,Bradley,MVC,32,3,71.5,64.1,7.43,2.58,6.15,3.79,9.93,1986
45,Arizona,Pac-10,23,9,68.8,62.3,6.56,4.16,0.62,9.14,9.76,1986
46,Old Dominion,Sun Belt,23,8,67,61.5,5.48,5.49,2.12,7.58,9.7,1986
47,Temple,A-10,25,6,67.6,58,9.65,-0.26,-1.41,10.8,9.39,1986
48,Villanova,Big East,23,14,69.8,66.2,3.51,6.26,1.72,7.62,9.34,1986
49,Tennessee,SEC,12,16,67.3,68.2,-0.93,9.97,2.83,6.25,9.07,1986
50,Marquette,Ind,19,11,72.9,65.8,7.1,1.86,4.17,4.79,8.96,1986
51,Pepperdine,WCAC,25,5,77.5,67.9,9.57,-0.79,7.94,0.86,8.8,1986
52,Washington,Pac-10,19,12,72.1,69,3.1,5.38,5.64,2.84,8.48,1986
53,Xavier,MW Coll,25,5,79,70,9.03,1.05,10.28,-1.83,8.45,1986
54,Providence,Big East,17,14,79,75.4,3.68,6.23,11.62,-3.29,8.33,1986
55,Richmond,CAA,23,7,66.1,59.4,6.67,0.84,-1.79,10.04,8.25,1986
56,UTEP,WAC,27,6,67.8,60.2,7.58,0.61,-1.47,9.38,7.91,1986
57,Minnesota,Big Ten,15,16,69,69.2,-0.16,10.34,2.44,5.32,7.76,1986
58,Oklahoma State,Big 8,15,13,72.3,71.8,0.5,8.84,5.15,2.53,7.68,1986
59,Saint Joseph's,A-10,26,6,69.4,62.8,6.59,0.96,1.67,5.95,7.62,1986
60,West Virginia,A-10,22,11,69.9,63.6,6.27,1.7,1.88,5.63,7.52,1986
61,Texas,SWC,19,12,64.2,61.5,2.74,4.84,-2.18,9.61,7.43,1986
62,Miami (OH),MAC,24,7,76.8,67.7,9.06,-0.07,6.01,1.41,7.41,1986
63,Texas A&M,SWC,20,12,68.5,65.7,2.84,3.82,2.65,3.69,6.33,1986
64,UCLA,Pac-10,15,14,75,74.4,0.52,5.81,8.24,-1.91,6.32,1986
65,Oregon,Pac-10,11,17,67.9,66.1,1.82,4.01,1.26,5.05,6.31,1986
66,Virginia Commonwealth,Sun Belt,12,16,64.7,64.5,0.18,6.07,0.72,5.53,6.25,1986
67,Boston College,Big East,13,15,73.3,73.1,0.14,7.05,5.73,0.51,6.24,1986
68,Dayton,Ind,17,13,71.4,68.1,3.3,2.88,4.12,2.06,6.18,1986
69,New Orleans,Ind,16,12,74.8,68.3,6.43,1.71,2.47,3.24,5.71,1986
70,Vanderbilt,SEC,13,15,69.6,72.5,-2.93,8.64,5.65,0.03,5.68,1986
71,California,Pac-10,19,10,68.3,63.4,4.83,2.84,-1.55,7.17,5.62,1986
72,Southern Mississippi,Metro,17,12,77.9,76.6,1.31,7.41,9.11,-3.54,5.57,1986
73,Southern Methodist,SWC,18,11,64.9,61.4,3.48,1.96,-1.58,7.02,5.44,1986
74,Wyoming,WAC,24,12,70.2,66.3,3.89,2.8,2.32,2.92,5.24,1986
75,Mississippi,SEC,12,17,66.8,68.7,-1.9,9.25,0.07,5.14,5.21,1986
76,Louisiana-Monroe,Southland,20,10,71.1,64.9,6.2,-0.67,0.23,4.93,5.16,1986
77,Cincinnati,Metro,12,16,68.4,71.6,-3.29,9.65,1.08,3.99,5.07,1986
78,San Diego,WCAC,19,9,70.4,61.4,9.07,-3.25,-2.66,7.64,4.99,1986
79,Lamar,Southland,18,12,71,67.3,3.7,2.56,2.14,2.63,4.77,1986
80,South Carolina,Metro,12,16,74,73.4,0.64,4.15,3.85,0.91,4.76,1986
81,Mississippi State,SEC,8,22,60.6,66.6,-6,10.34,-3.2,7.93,4.73,1986
82,Utah,WAC,20,10,73.8,70,3.8,1.99,3.2,1.4,4.61,1986
83,Brigham Young,WAC,18,14,72.8,70.6,2.16,2.46,4.53,0.03,4.55,1986
84,New Mexico State,PCAA,18,12,66.7,61.9,4.83,3.03,0.36,4.06,4.41,1986
85,Louisiana Tech,Southland,20,14,68.1,65.9,2.26,2.09,-0.63,5.02,4.39,1986
86,Montana,Big Sky,21,11,72.6,64.6,8.03,0.12,4.33,0,4.33,1986
87,New Mexico,WAC,17,14,67.5,63.9,3.55,0.6,-1.93,6.07,4.14,1986
88,Wisconsin,Big Ten,12,16,71.3,74.7,-3.39,10.61,4.25,-0.13,4.13,1986
89,Houston,SWC,14,14,77.8,75.6,2.11,4.05,11.85,-7.76,4.09,1986
90,Texas Tech,SWC,17,14,62,62.7,-0.71,5.19,-3.48,7.4,3.92,1986
91,Northern Arizona,Big Sky,19,10,69.7,29.6,40.07,-0.09,1.19,2.64,3.83,1986
92,South Florida,Sun Belt,14,14,60.1,60.1,-0.07,4.61,-5.84,9.63,3.79,1986
93,Louisiana,Ind,15,13,69.5,67.6,1.86,2.45,1.74,2,3.74,1986
94,Northeastern,ECACN,26,5,74.3,64.4,9.9,-5.24,4,-0.3,3.69,1986
95,McNeese State,Southland,21,11,72.4,67.4,5,1.37,3.7,-0.02,3.68,1986
96,Missouri State,Mid-Cont,24,8,70.1,60,10.16,-2.65,-3.56,7.05,3.49,1986
97,UC Irvine,PCAA,17,13,77.5,75.2,2.3,2.57,11.63,-8.23,3.41,1986
98,Drake,MVC,19,11,66.1,63.8,2.23,3.09,0.25,3.1,3.35,1986
99,Middle Tennessee,OVC,23,11,82,73.3,8.68,-1.66,9.6,-6.25,3.35,1986
100,Connecticut,Big East,12,16,68,69.3,-1.36,5.22,-0.75,3.94,3.19,1986
101,Oregon State,Pac-10,12,15,60.9,61.5,-0.59,3.59,-5.76,8.83,3.07,1986
102,Wichita State,MVC,14,14,63.4,62.9,0.5,3.46,0.15,2.76,2.91,1986
103,Florida State,Metro,12,17,79.4,81.3,-1.83,8.93,8.87,-6.02,2.85,1986
104,George Mason,CAA,20,12,71.2,66.4,4.84,-0.48,1.73,1.02,2.75,1986
105,Stanford,Pac-10,14,16,74.1,70.3,3.87,4.52,4.75,-2.05,2.7,1986
106,Washington State,Pac-10,15,16,68.6,70.2,-1.55,4.31,2.36,0.34,2.7,1986
107,Seton Hall,Big East,14,18,71,69.9,1.09,5.7,3.19,-0.53,2.66,1986
108,Loyola (IL),MW Coll,13,16,76,76.8,-0.83,3.48,8.66,-6.01,2.65,1986
109,Cal State Fullerton,PCAA,16,16,68.4,65.5,2.91,1.74,-1.98,4.58,2.6,1986
110,Southern California,Pac-10,11,17,69.4,71,-1.54,4.14,2.37,0.23,2.6,1986
111,Ohio,MAC,22,8,77.1,70.8,6.33,-1.73,3.92,-1.51,2.42,1986
112,Illinois State,MVC,15,14,61.4,61,0.38,2.1,-4.59,6.94,2.35,1986
113,San Jose State,PCAA,16,12,65.4,60.7,4.75,0.64,-3.74,5.95,2.22,1986
114,Weber State,Big Sky,18,11,75.4,69.4,6,-0.43,5.34,-3.23,2.11,1986
115,Texas-Rio Grande Valley,Ind,20,8,74.3,62.9,11.32,-5.34,-3.67,5.75,2.08,1986
116,Arkansas,SWC,12,16,69.8,70.8,-1,2.99,3.14,-1.15,1.99,1986
117,Saint Louis,MW Coll,18,12,67.6,63,4.6,-0.12,-3.16,5.08,1.92,1986
118,South Alabama,Sun Belt,16,16,65.1,64,1.06,3.3,-4.23,6.16,1.92,1986
119,Arizona State,Pac-10,14,14,69.9,71,-1.14,5.03,3.17,-1.5,1.67,1986
120,Arkansas State,Southland,18,11,70.2,66,4.24,1.17,-0.46,2.03,1.57,1986
121,Wake Forest,ACC,8,21,59.8,67.3,-7.48,9.26,-5.11,6.52,1.41,1986
122,Little Rock,TAAC,23,11,79.3,73,6.29,-4.89,7.11,-5.72,1.39,1986
123,Eastern Washington,Ind,20,8,70.9,65.8,5.11,-2.1,-1.42,2.57,1.15,1986
124,Montana State,Big Sky,14,17,76.2,75.4,0.74,1.47,9.83,-8.68,1.15,1986
125,Pacific,PCAA,17,14,66.1,65.8,0.32,1.3,-2.4,3.38,0.98,1986
126,Fresno State,PCAA,15,15,55.8,56.9,-1.1,3.67,-12.48,13.37,0.88,1986
127,Loyola Marymount,WCAC,19,11,80.3,74.9,5.37,-1.57,7.34,-6.5,0.84,1986
128,Davidson,Southern,20,11,70,63.5,6.55,-3.26,-4.81,5.22,0.41,1986
129,Indiana State,MVC,11,17,60.9,59.4,1.5,1.37,-7.16,7.54,0.37,1986
130,Ball State,MAC,21,10,73.3,70.8,2.42,-1.75,2.51,-2.22,0.29,1986
131,UNC Wilmington,CAA,16,13,72.1,68.2,3.9,-2.59,2.51,-2.41,0.1,1986
132,Akron,OVC,22,8,76.2,68.5,7.73,-3.79,0.55,-0.5,0.05,1986
133,Boston University,ECACN,21,10,70.4,65.4,4.97,-4.51,0.15,-0.13,0.03,1986
134,San Diego State,WAC,10,19,74.7,76.7,-2,1.93,7.15,-7.15,0,1986
135,Colorado,Big 8,8,20,72.3,79.8,-7.5,9.27,6.32,-6.44,-0.12,1986
136,Oral Roberts,MW Coll,10,18,68.5,69.4,-0.93,1.23,-1.44,1.26,-0.18,1986
137,UC Santa Barbara,PCAA,12,15,71.3,70.5,0.81,2.21,0.54,-0.77,-0.23,1986
138,Utah State,PCAA,12,16,75,78.8,-3.75,3.67,9.58,-9.87,-0.29,1986
139,Southern,SWAC,19,8,74.5,66.4,8.04,-8.4,0.94,-1.3,-0.37,1986
140,La Salle,MAAC,14,14,71.6,67.5,4.11,-4.43,1.3,-1.69,-0.39,1986
141,Marshall,Southern,19,11,76.2,73.9,2.27,-3.26,3.46,-3.87,-0.41,1986
142,Detroit Mercy,MW Coll,14,15,66.4,66.5,-0.14,1.75,-3.88,3.39,-0.49,1986
143,Chicago State,Ind,22,6,79.4,69.9,9.5,-6.75,1.09,-1.63,-0.54,1986
144,Creighton,MVC,12,16,59.6,62.9,-3.36,4.14,-6.7,6.04,-0.66,1986
145,Chattanooga,Southern,21,10,72,67.9,4.1,-2.1,-0.26,-0.66,-0.92,1986
146,Duquesne,A-10,15,14,70.7,68.9,1.76,-1.93,0.5,-1.54,-1.04,1986
147,Eastern Illinois,Mid-Cont,19,13,74.5,71.4,3.16,-1.89,3.93,-5.18,-1.24,1986
148,Gonzaga,WCAC,15,13,67.2,64.9,2.29,-2.69,-2.89,0.87,-2.02,1986
149,St. Bonaventure,A-10,15,13,73.3,72.5,0.71,0.5,2.83,-4.86,-2.02,1986
150,Canisius,ECACN,21,8,66,61.1,4.93,-5.81,-6.28,4.25,-2.03,1986
151,Northern Illinois,MAC,15,12,72.8,71.8,1.04,-0.95,0.86,-2.98,-2.12,1986
152,Colorado State,WAC,11,18,62.6,65.1,-2.45,1.29,-5.1,2.65,-2.44,1986
153,Charlotte,Sun Belt,8,20,70.7,75.4,-4.68,5.17,3.99,-6.53,-2.55,1986
154,West Texas A&M,MVC,11,17,57.5,57.5,0,2.72,-10.8,8.15,-2.65,1986
155,Idaho State,Big Sky,15,12,63.3,62.4,0.81,-1.33,-6.28,3.57,-2.7,1986
156,Nevada,Big Sky,13,15,69,72.2,-3.25,0.92,1.44,-4.29,-2.86,1986
157,Kent State,MAC,11,16,66.5,68.8,-2.26,-0.09,-5.15,1.91,-3.24,1986
158,Northwestern,Big Ten,7,20,62.3,74.7,-12.33,12.12,-4.69,1.06,-3.63,1986
159,Fairfield,MAAC,24,7,65.3,61.9,3.42,-6.65,-6.79,3.14,-3.65,1986
160,Siena,ECACN,21,8,70.8,66.5,4.28,-7.44,-0.5,-3.15,-3.66,1986
161,Baylor,SWC,11,16,60.5,61.2,-0.74,2.29,-10.6,6.76,-3.84,1986
162,Pennsylvania,Ivy,15,11,68.1,67.4,0.69,-4.65,-1.33,-2.63,-3.96,1986
163,George Washington,A-10,12,16,71.3,72.9,-1.54,0.77,1.27,-5.35,-4.07,1986
164,North Texas,Southland,10,18,66.2,70.2,-4,1.3,-2.1,-2.06,-4.16,1986
165,Santa Clara,WCAC,12,16,66,66.4,-0.32,-0.81,-5.51,1.2,-4.31,1986
166,Western Michigan,MAC,12,16,70.5,72.5,-2,-0.32,-1.05,-3.43,-4.48,1986
167,Boise State,Big Sky,12,16,65.3,66.3,-1,-0.66,-7.28,2.79,-4.5,1986
168,Tennessee Tech,OVC,14,15,69.3,69.1,0.28,-2.01,-2.82,-1.73,-4.55,1986
169,Portland,WCAC,13,15,59.3,60.7,-1.43,-1.61,-10.83,6.21,-4.61,1986
170,Rice,SWC,9,19,61.5,62.6,-1.18,3.14,-9.25,4.64,-4.61,1986
171,Northwestern State,GSC,11,16,63.6,66.7,-3.11,-1.38,-6.78,2.14,-4.64,1986
172,Saint Peter's,MAAC,16,12,58,55,3.07,-7.24,-14.67,10.02,-4.65,1986
173,Murray State,OVC,17,12,69.2,70.2,-1.03,-1.54,-2.34,-2.41,-4.74,1986
174,Central Michigan,MAC,11,17,66.8,69.3,-2.54,-0.47,-5.79,1.04,-4.75,1986
175,Fordham,MAAC,13,17,61.3,62.6,-1.3,-4.33,-9.38,4.51,-4.88,1986
176,Western Illinois,Mid-Cont,13,15,69.3,67.8,1.57,-0.74,-5.53,0.21,-5.32,1986
177,Southeastern Louisiana,GSC,10,18,69.4,73.9,-4.57,-1.28,-0.32,-5.04,-5.36,1986
178,Youngstown State,OVC,12,16,69.1,67.9,1.18,-2.84,-3.82,-1.6,-5.42,1986
179,Mississippi Valley State,SWAC,20,11,75.9,70.6,5.29,-10.28,-4.08,-1.47,-5.54,1986
180,James Madison,CAA,5,23,61.5,67.8,-6.36,0.86,-6.69,1.12,-5.57,1986
181,Eastern Kentucky,OVC,10,18,65.6,66.8,-1.25,-1.89,-6.45,0.77,-5.68,1986
182,Fairleigh Dickinson,ECACM,22,8,75.2,67.4,7.83,-11.26,-2.14,-3.58,-5.72,1986
183,Cal State Long Beach,PCAA,7,22,65.3,71.9,-6.52,2.31,-2.66,-3.1,-5.76,1986
184,Columbia,Ivy,12,14,65.5,62.1,3.35,-7.47,-6.74,0.94,-5.8,1986
185,Cornell,Ivy,14,12,62.6,61.4,1.19,-6.92,-9.51,3.72,-5.8,1986
186,Hardin-Simmons,TAAC,15,13,71.9,68.7,3.21,-7.49,-3.6,-2.27,-5.87,1986
187,Illinois-Chicago,Mid-Cont,13,16,77,80.5,-3.48,-1.06,5.23,-11.11,-5.87,1986
188,Evansville,MW Coll,8,19,62,66.9,-4.85,-0.73,-6.95,1.07,-5.88,1986
189,Toledo,MAC,12,17,69.2,73.9,-4.62,-1.02,-1.5,-4.38,-5.88,1986
190,Eastern Michigan,MAC,9,18,70,74.3,-4.33,-1.2,-1.27,-4.63,-5.9,1986
191,Hartford,ECACN,12,16,62.7,63.2,-0.54,-5.22,-8.1,2.1,-6,1986
192,Austin Peay,OVC,14,14,71.7,72.8,-1.11,-2.4,-1.79,-4.23,-6.02,1986
193,Georgia Southern,TAAC,15,13,67.2,61.4,5.86,-7.83,-10.05,3.96,-6.08,1986
194,East Tennessee State,Southern,13,16,74.4,75.6,-1.1,-4.22,3.52,-9.63,-6.11,1986
195,William & Mary,CAA,8,20,55.6,63.1,-7.54,2.47,-12.57,6.41,-6.16,1986
196,Penn State,A-10,12,17,61.3,64.1,-2.86,-1.51,-9.87,3.69,-6.17,1986
197,Rhode Island,A-10,9,19,65.9,69.4,-3.5,-1.1,-3.55,-2.66,-6.21,1986
198,UT Arlington,Southland,12,18,73.4,76.2,-2.8,-2.37,2.12,-8.42,-6.29,1986
199,Miami (FL),Ind,14,14,71.6,76.1,-4.46,-1.99,-0.16,-6.29,-6.46,1986
200,Southern Illinois,MVC,8,20,62.3,70.6,-8.29,3.56,-3.3,-3.21,-6.52,1986
201,Butler,MW Coll,9,19,67,71.3,-4.29,0.38,-4.03,-2.72,-6.75,1986
202,Alcorn State,SWAC,16,13,76.4,20.9,55.48,-7.64,2.72,-9.52,-6.8,1986
203,Iona,MAAC,14,15,66,69.6,-3.66,-4.16,-4.27,-2.62,-6.88,1986
204,Air Force,WAC,10,19,60.7,64.4,-3.69,0.2,-11.74,4.82,-6.92,1986
205,Idaho,Big Sky,11,18,65.9,66.2,-0.28,-0.53,-3.56,-3.44,-6.99,1986
206,East Carolina,CAA,12,16,62.5,66.9,-4.43,0.11,-6.82,-0.33,-7.14,1986
207,Princeton,Ivy,13,13,55.8,55,0.81,-7.03,-17.72,10.58,-7.15,1986
208,Appalachian State,Southern,17,12,64.2,65.5,-1.28,-3.43,-9.71,2.32,-7.39,1986
209,Marist,ECACM,19,12,66.3,63.4,2.87,-9.3,-7.44,-0.03,-7.47,1986
210,Niagara,ECACN,14,14,70.6,72.7,-2.14,-5.53,1.23,-8.73,-7.5,1986
211,Drexel,ECC,19,12,74.5,72.7,1.84,-8.67,0.62,-8.17,-7.56,1986
212,American,CAA,10,18,69.1,74.2,-5.11,0.21,-1.13,-6.46,-7.6,1986
213,VMI,Southern,11,17,71.6,74.3,-2.75,-2.06,0.83,-8.44,-7.61,1986
214,Stetson,TAAC,10,18,68.1,72.6,-4.57,-2.48,-3.07,-4.6,-7.67,1986
215,North Carolina A&T,MEAC,22,8,62.8,57.7,5.1,-12.67,-12.61,4.86,-7.75,1986
216,Brown,Ivy,16,11,72.7,73,-0.3,-5.86,1.26,-9.24,-7.98,1986
217,Western Carolina,Southern,14,14,72.2,72.1,0.07,-4.61,-1.87,-6.13,-8,1986
218,Northern Iowa,Mid-Cont,8,19,70.6,73.7,-3.11,-1.8,-1.06,-7,-8.06,1986
219,Charleston Southern,Big South,21,9,74.2,68.3,5.93,-11.03,-1.31,-7.05,-8.37,1986
220,Mercer,TAAC,15,14,66.8,66.8,0.03,-7.59,-8.15,-0.37,-8.52,1986
221,Hawaii,WAC,4,24,66.2,77.6,-11.39,2.53,0.67,-9.29,-8.61,1986
222,Massachusetts,A-10,9,19,61.7,69,-7.25,-0.83,-7.38,-1.34,-8.72,1986
223,Furman,Southern,10,17,66,69,-2.93,-1.91,-7,-1.96,-8.96,1986
224,Houston Baptist,TAAC,14,14,67.9,67.9,-0.04,-5.22,-8.11,-0.9,-9.01,1986
225,Centenary (LA),TAAC,13,17,72.3,75,-2.7,-4.46,0.53,-9.55,-9.02,1986
226,Hofstra,ECC,17,13,71.4,71.1,0.23,-9.93,-3.58,-5.5,-9.08,1986
227,Lehigh,ECC,13,15,74,71.8,2.25,-8.85,-0.85,-8.25,-9.09,1986
228,Rutgers,A-10,8,21,62.9,71.6,-8.72,-0.58,-5.68,-3.44,-9.13,1986
229,Yale,Ivy,13,13,71.7,71.1,0.65,-9.38,-0.2,-9.18,-9.38,1986
230,Samford,TAAC,16,13,68.7,70,-1.24,-5.69,-4.26,-5.27,-9.53,1986
231,Loyola (MD),ECACM,16,12,74.6,72.4,2.18,-11.46,-1.15,-8.59,-9.73,1986
232,Bowling Green State,MAC,7,20,67.6,74.4,-6.81,-2.54,-2.24,-7.54,-9.78,1986
233,Howard,MEAC,18,9,76,70.3,5.67,-14.56,-6.31,-3.75,-10.06,1986
234,The Citadel,Southern,10,18,73.4,77.3,-3.96,-4.52,-0.97,-9.47,-10.44,1986
235,Jackson State,SWAC,14,15,71.1,69.8,1.31,-10.9,-5.46,-5.02,-10.47,1986
236,Radford,Big South,11,17,65.9,67.2,-1.32,-6.51,-8.45,-2.35,-10.8,1986
237,Holy Cross,MAAC,12,18,70.8,75.2,-4.43,-6.7,0.21,-11.21,-11.01,1986
238,Tennessee State,Ind,14,14,65,68.8,-3.86,-5.31,-9.44,-1.64,-11.08,1986
239,Saint Mary's (CA),WCAC,10,17,69.4,75.9,-6.52,-1.49,-2.96,-8.31,-11.27,1986
240,Lafayette,ECC,14,15,67.2,68.1,-0.9,-9.59,-7.83,-3.5,-11.33,1986
241,Wagner,ECACM,16,13,78.6,77.4,1.21,-10.99,2.51,-13.94,-11.43,1986
242,New Hampshire,ECACN,11,17,62,55.9,6.11,-6.87,-9.39,-2.09,-11.48,1986
243,San Francisco,WCAC,7,21,63.8,70.1,-6.32,-0.79,-6.79,-5.08,-11.87,1986
244,Maine,ECACN,7,20,63,70.2,-7.22,-4.64,-7.55,-4.55,-12.1,1986
245,Morehead State,OVC,8,19,66.7,72.1,-5.37,-3.37,-6.19,-5.96,-12.15,1986
246,Bucknell,ECC,17,12,70.8,70,0.86,-9.76,-5.91,-6.33,-12.24,1986
247,Army,MAAC,9,18,60.4,65.1,-4.63,-6.99,-12.18,-0.32,-12.49,1986
248,Towson,ECC,8,20,65.3,70.8,-5.43,-7.16,-8.69,-3.93,-12.63,1986
249,Green Bay,Mid-Cont,5,23,54.2,64.4,-10.14,-0.52,-15.57,2.92,-12.64,1986
250,Delaware,ECC,11,16,74.9,76.7,-1.78,-8.97,-0.39,-12.54,-12.92,1986
251,Florida A&M,Ind,12,16,76.6,78.3,-1.61,-10.21,-0.37,-13.12,-13.49,1986
252,Valparaiso,Mid-Cont,9,19,62.6,70.5,-7.93,-1.75,-9.21,-4.37,-13.58,1986
253,Vermont,ECACN,9,19,64.8,67.8,-2.96,-6.87,-7.61,-6.14,-13.75,1986
254,Dartmouth,Ivy,11,15,63.9,65.6,-1.69,-9.52,-9.84,-4,-13.84,1986
255,Alabama State,SWAC,11,17,81.7,85.9,-4.14,-9.08,4.43,-18.76,-14.33,1986
256,Robert Morris,ECACM,10,18,65,67.8,-2.75,-11,-12.31,-2.23,-14.54,1986
257,Nicholls State,GSC,8,16,66.6,71,-4.38,-10.56,-7.42,-7.39,-14.81,1986
258,Central Florida,Ind,6,22,65.9,76,-10.11,-3.8,-5.61,-9.44,-15.05,1986
259,UTSA,Ind,7,24,64.9,73.9,-9.06,-4.71,-6.52,-8.64,-15.16,1986
260,Monmouth,ECACM,9,19,70.3,74.4,-4.11,-7.88,-4.97,-10.29,-15.26,1986
261,Georgia State,TAAC,10,18,76.2,84,-7.75,-4.69,2.75,-18.02,-15.28,1986
262,Augusta State,Big South,13,17,67.8,70.3,-2.5,-10.98,-9.04,-6.54,-15.58,1986
263,Utica,Ind,13,14,67.7,69.5,-1.78,-8.29,-10.57,-5.02,-15.59,1986
264,Rider,ECC,9,19,68.1,74.1,-5.96,-8.24,-5.65,-10.81,-16.45,1986
265,Campbell,Big South,8,19,58.4,64.5,-6.04,-9.35,-14.78,-2.53,-17.31,1986
266,Grambling,SWAC,14,12,61.9,66.7,-4.77,-10.75,-15.93,-1.59,-17.52,1986
267,Texas Southern,SWAC,9,18,72.1,80.5,-8.41,-8.41,-6.04,-11.65,-17.69,1986
268,Colgate,ECACN,1,24,49.3,58.5,-9.16,-6.8,-24.32,6.52,-17.8,1986
269,Saint Francis (PA),ECACM,10,18,74.8,82.3,-7.54,-9.25,-0.51,-17.45,-17.96,1986
270,Long Island University,ECACM,9,19,74,79.5,-5.54,-10.32,-4.05,-14.6,-18.64,1986
271,Brooklyn,Ind,9,22,70.1,76.9,-6.84,-8.55,-7.04,-11.66,-18.7,1986
272,St. Francis (NY),ECACM,9,19,64.2,68.5,-4.25,-11.9,-14.6,-4.34,-18.94,1986
273,Texas State,GSC,6,22,64.7,75.4,-10.64,-9.81,-9.15,-10.08,-19.23,1986
274,U.S. International,Ind,8,20,90.8,101.8,-10.96,-6.45,18.84,-38.12,-19.28,1986
275,Delaware State,MEAC,11,17,66.8,68.6,-1.82,-17.19,-11.47,-7.87,-19.34,1986
276,South Carolina State,MEAC,10,18,67.1,71.9,-4.75,-14.68,-9.45,-9.89,-19.35,1986
277,Harvard,Ivy,6,20,60.7,68.8,-8.19,-7.69,-14.02,-5.71,-19.73,1986
278,Prairie View,SWAC,5,25,66.6,76.9,-10.27,-9.53,-10.36,-10.18,-20.53,1986
279,Coppin State,MEAC,10,17,63.3,68.6,-5.33,-14.02,-13.41,-7.65,-21.06,1986
