"","Year","Seed1","Score1","Team1","Team2","Score2","Seed2","W1","L1","Pts1","Opp1","MOV1","SOS1","OSRS1","DSRS1","SRS1","W2","L2","Pts2","Opp2","MOV2","SOS2","OSRS2","DSRS2","SRS2","Upset","WP1","WP2","upsetMOV","seedDiff"
"647",2008,4,71,"Washington St","Winthrop",40,13,26,9,66.4,56.4,10,6.35,0.1,16.25,16.35,22,12,64.9,58.5,6.32,-1.45,-7.17,10.78,3.61,0,0.74,0.65,-31,9
"648",2008,5,68,"Notre Dame","George Mason",50,12,25,8,79,69.6,9.42,7.03,13.12,3.03,16.15,23,11,69.3,62.5,6.82,-0.75,0.96,5.11,6.07,0,0.76,0.68,-18,7
"649",2008,6,72,"Oklahoma","St Josephs",64,11,23,12,67.9,63.8,4.11,7.85,3.36,8.61,11.97,21,13,73.1,67.4,5.65,3.98,6.05,3.58,9.63,0,0.66,0.62,-8,5
"650",2008,7,81,"Butler","South Alabama",61,10,30,4,68.8,58.4,10.41,2.64,2.38,10.63,13,26,7,75.1,65.4,9.7,-1.21,5.46,2.3,7.76,0,0.88,0.79,-20,3
"651",2008,1,85,"Kansas","Portland St",61,16,37,3,80.5,61.5,19.03,8.2,14.9,11.99,26.9,23,10,73.9,68,5.85,-3.01,4.11,-2.38,1.72,0,0.92,0.7,-24,15
"652",2008,2,66,"Georgetown","UMBC",47,15,28,6,69.6,58.1,11.5,7.23,4.06,14.67,18.73,24,9,74.2,68.4,5.82,-4.53,4.01,-3.94,0.06,0,0.82,0.73,-19,13
"653",2008,3,71,"Wisconsin","Cal St Fullerton",56,14,31,5,67.3,54.4,12.86,6.73,2.83,16.76,19.59,24,9,81.8,72.7,9.15,-3.06,11.86,-6.23,5.64,0,0.86,0.73,-15,11
"654",2008,4,62,"Vanderbilt","Siena",83,13,26,8,80,74.6,5.41,5.54,12.11,-1.16,10.96,23,11,76.9,71.2,5.68,-1.62,5.61,-1.55,4.06,1,0.76,0.68,21,9
"655",2008,5,69,"Clemson","Villanova",75,12,24,10,79.2,69.8,9.44,9.08,12.37,5.68,18.05,22,13,72.8,69.5,3.31,7.69,6.92,4.08,11,1,0.71,0.63,6,7
"656",2008,6,67,"USC","Kansas St",80,11,21,12,69,63.7,5.3,8.59,5.35,8.54,13.89,21,12,78,68.9,9.09,7.79,12.61,3.17,15.79,1,0.64,0.64,13,5
"657",2008,7,76,"Gonzaga","Davidson",82,10,25,8,76.5,63.8,12.67,2.15,9.29,5.52,14.81,29,7,77.9,63.2,14.69,1.66,8.49,5.44,13.93,1,0.76,0.81,6,3
"658",2008,1,87,"Memphis","Texas Arlington",63,16,38,2,79.9,61.9,17.98,5.76,13.46,10.28,23.73,21,12,73.4,68.9,4.48,-4.62,1.13,-4,-2.87,0,0.95,0.64,-24,15
"659",2008,2,74,"Texas","Austin Peay",54,15,31,7,75.5,64.9,10.55,8.59,9.93,8.2,18.13,24,11,74,70.8,3.23,-5.24,1.36,-3.57,-2.21,0,0.82,0.69,-20,13
"660",2008,3,77,"Stanford","Cornell",53,14,28,8,70.9,61.6,9.36,6.95,5.6,10.71,16.31,22,6,76.3,68.5,7.82,-4.74,6.17,-5.41,0.76,0,0.78,0.79,-24,11
"661",2008,4,82,"Pittsburgh","Oral Roberts",63,13,27,10,73.8,65.1,8.68,7.84,8,7.63,15.62,24,9,69.2,62,7.12,-0.26,-0.99,6.7,5.71,0,0.73,0.73,-19,9
"662",2008,5,72,"Michigan St","Temple",61,12,27,9,71.2,62.6,8.64,7.68,7,9.32,16.32,21,13,72.3,68.7,3.59,4.57,5.05,3.11,8.16,0,0.75,0.62,-11,7
"663",2008,6,74,"Marquette","Kentucky",66,11,25,10,75.9,64.8,11.11,8.09,11.23,7.39,18.62,18,13,68.5,65.6,2.9,7.09,1.44,7.75,9.19,0,0.71,0.58,-8,5
"664",2008,7,78,"Miami","St Marys",64,10,23,11,74.8,67.9,6.85,7.13,7.49,4.89,12.38,25,7,75.7,63.7,12,0.36,6.27,5.12,11.39,0,0.68,0.78,-14,3
"665",2008,1,70,"UCLA","Mississippi Valley St",29,16,35,4,73.5,59,14.54,7.71,8.6,13.1,21.71,17,16,61.7,65.9,-4.18,-9.5,-13.38,-1.9,-15.28,0,0.9,0.52,-41,15
"666",2008,2,71,"Duke","Belmont",70,15,28,6,83.2,69.4,13.79,9.28,16.48,5.04,21.52,25,9,79.8,73.4,6.38,-3.44,6.55,-6.67,-0.12,0,0.82,0.74,-1,13
"667",2008,3,73,"Xavier","Georgia",61,14,30,7,75.1,63.4,11.7,5.47,8.4,8.76,17.17,17,17,68.1,67.4,0.71,7.03,0.83,6.42,7.24,0,0.81,0.5,-12,11
"668",2008,4,69,"Connecticut","San Diego",70,13,24,9,77.5,68.7,8.79,6.76,10.81,4.73,15.54,22,14,65.7,63.8,1.92,1.45,-3.71,7.1,3.39,1,0.73,0.61,1,9
"669",2008,5,99,"Drake","Western Kentucky",101,12,28,5,73.9,62.1,11.82,4.15,7.43,6.65,14.08,29,7,77.4,66.8,10.61,0.24,7.93,1.41,9.34,1,0.85,0.81,2,7
"670",2008,6,90,"Purdue","Baylor",79,11,25,9,69.6,62.4,7.21,5.9,5.95,7.16,13.1,21,11,81.3,74.9,6.41,5.75,15.95,-4.5,11.46,0,0.74,0.66,-11,5
"671",2008,7,75,"West Virginia","Arizona",65,10,26,11,74.8,63.6,11.27,7.16,8.45,9.52,17.97,19,15,71.9,66.9,4.91,10.22,7.57,6.99,14.55,0,0.7,0.56,-10,3
"672",2009,1,74,"Louisville","Morehead St",54,16,31,6,74.3,61.8,12.46,8.41,8.93,11.93,20.87,20,16,69.8,67,2.78,-3.61,-2.83,-0.31,-3.14,0,0.84,0.56,-20,15
"673",2009,2,77,"Michigan St","Robert Morris",62,15,31,7,72,63.7,8.34,9.37,9.33,8.39,17.71,24,11,70.5,65.4,5.11,-5.23,-0.32,-0.38,-0.7,0,0.82,0.69,-15,13
"674",2009,3,84,"Kansas","North Dakota St",74,14,27,8,76.4,65.4,10.97,7.9,10.34,7.68,18.02,26,7,80.6,69.1,11.52,-2.72,9.61,-3.43,6.18,0,0.77,0.79,-10,11
"675",2009,4,69,"Wake Forest","Cleveland St",84,13,24,7,81,70.7,10.23,7.36,14.58,1.06,15.63,26,11,66.4,59.5,6.81,2.12,-1.24,8.21,6.97,1,0.77,0.7,15,9
"676",2009,5,71,"Utah","Arizona",84,12,24,10,71.2,64.6,6.65,5.72,5.36,7.24,12.59,21,14,72.3,69.2,3.09,8.8,9.13,2.75,11.88,1,0.71,0.6,13,7
"677",2009,6,60,"West Virginia","Dayton",68,11,23,12,72,61.8,10.23,8.34,7.32,11.26,18.57,27,8,66.8,61.4,5.4,1.76,-0.85,8,7.16,1,0.66,0.77,8,5
"678",2009,7,55,"Boston College","USC",72,10,22,12,74.4,70.5,3.85,7.23,8.48,1.88,10.36,22,13,68.5,63.5,4.94,9.15,3.36,10.74,14.09,1,0.65,0.63,17,3
"679",2009,1,103,"Connecticut","Chattanooga",47,16,31,5,78.3,64.3,14.06,8.57,13.22,8.96,22.17,18,17,75.9,76.8,-0.86,-3.13,3.75,-10,-6.25,0,0.86,0.51,-56,15
"680",2009,2,81,"Memphis","Cal St Northridge",70,15,33,4,75.1,58.8,16.3,4.63,8.53,12.4,20.92,17,14,73.6,70.3,3.35,-0.14,6.41,-3.76,2.65,0,0.89,0.55,-11,13
"681",2009,3,78,"Missouri","Cornell",59,14,31,7,81.5,67.7,13.82,6.72,15.46,4.1,19.56,21,10,73.6,64.7,8.84,-4.01,3.6,-0.9,2.71,0,0.82,0.68,-19,11
"682",2009,4,71,"Washington","Mississippi St",58,13,26,9,78.6,69.5,9.11,8.19,14.93,1.85,16.78,23,13,74.4,68.9,5.5,4.62,6.45,2.65,9.1,0,0.74,0.64,-13,9
"683",2009,5,61,"Purdue","Northern Iowa",56,12,27,10,69.1,59.8,9.27,7.17,6.57,9.87,16.44,23,11,67.4,63.5,3.88,2.24,0.73,4.91,5.63,0,0.73,0.68,-5,7
"684",2009,6,58,"Marquette","Utah St",57,11,25,10,78.3,69.5,8.77,7.87,12.58,2.48,15.06,30,5,72.4,62,10.43,0.07,2.67,6.66,9.33,0,0.71,0.86,-1,5
"685",2009,7,71,"California","Maryland",84,10,22,11,74.9,68.8,6.09,7.21,11.18,2.12,13.3,21,14,71.8,69.1,2.66,8.99,6.63,4.48,11.1,1,0.67,0.6,13,3
"686",2009,1,72,"Pittsburgh","East Tennessee St",62,16,31,5,77.4,64.4,12.97,8.61,12.17,9.04,21.21,23,11,78.1,70.1,8.06,-1.87,6.16,-2.95,3.21,0,0.86,0.68,-10,15
"687",2009,2,85,"Duke","Binghamton",62,15,30,7,77.5,65.9,11.57,9.07,11.97,8.12,20.1,23,9,70,67.4,2.59,-5.62,-0.42,-2.85,-3.27,0,0.81,0.72,-23,13
"688",2009,3,80,"Villanova","American",67,14,30,8,76.8,67.4,9.45,8.72,10.87,6.59,17.45,24,8,64.5,59.1,5.44,-5.49,-4.88,4.83,-0.05,0,0.79,0.75,-13,11
"689",2009,4,77,"Xavier","Portland St",59,13,27,8,71.7,61.9,9.8,4.65,6.01,8.44,14.45,23,10,73.2,68.5,4.7,-3.16,3.32,-2.18,1.14,0,0.77,0.7,-18,9
"690",2009,5,59,"Florida St","Wisconsin",61,12,25,10,68.3,64.9,3.46,7.91,2.53,8.84,11.37,20,13,63.8,59,4.79,8.43,0.85,11.58,12.43,1,0.71,0.61,2,7
"691",2009,6,65,"UCLA","VCU",64,11,26,9,75.5,64,11.46,7.19,11.55,7.1,18.64,24,10,71.8,63.4,8.35,-0.65,4.23,3.48,7.7,0,0.74,0.71,-1,5
"692",2009,7,76,"Texas","Minnesota",62,10,23,12,72.3,65.6,6.74,8.09,6.31,8.52,14.83,22,11,66.3,61.6,4.76,7.19,3.39,7.93,11.32,0,0.66,0.67,-14,3
"693",2009,1,101,"North Carolina","Radford",58,16,34,4,89.8,72,17.84,8.35,23.85,1.6,25.46,21,12,75.5,71.9,3.61,-4.37,1.05,-5.6,-4.55,0,0.89,0.64,-43,15
"694",2009,2,82,"Oklahoma","Morgan St",54,15,30,6,78.7,67.5,11.19,6.88,12.69,5.38,18.07,23,12,66.7,62.3,4.31,-6.53,-4.34,2.05,-2.29,0,0.83,0.66,-28,13
"695",2009,3,59,"Syracuse","Stephen F Austin",44,14,28,10,80.2,71.7,8.45,9.48,16.69,0.54,17.24,24,8,65.6,56.1,9.5,-3.21,-8.35,9.45,1.1,0,0.74,0.75,-15,11
"696",2009,4,77,"Gonzaga","Akron",64,13,28,6,78.9,63,15.94,3.55,12.22,5.74,17.95,23,13,66.8,60.3,6.44,-2.01,-1.16,4.52,3.37,0,0.82,0.64,-13,9
"697",2009,5,72,"Illinois","Western Kentucky",76,12,24,10,64.8,57.2,7.65,6.73,1.32,13.06,14.38,25,9,72.2,67,5.18,-1.23,4.09,-0.41,3.68,1,0.71,0.74,4,7
"698",2009,6,66,"Arizona St","Temple",57,11,25,10,69.4,60.5,8.89,7.82,4.72,11.98,16.7,22,12,68.6,63.5,5.15,3.9,1.28,7.77,9.05,0,0.71,0.65,-9,5
"699",2009,7,59,"Clemson","Michigan",62,10,23,9,78.3,68,10.31,6.59,12.43,3.13,15.56,21,14,66.9,63.2,3.66,9.74,4.72,7.18,11.9,1,0.72,0.6,3,3
"700",2010,1,90,"Kansas","Lehigh",74,16,33,3,81.6,64.2,17.36,8.25,15.06,9.62,24.68,22,11,75.1,70.6,4.45,-7.79,3.85,-7.18,-3.33,0,0.92,0.67,-16,15
"701",2010,2,68,"Ohio St","Santa Barbara",51,15,29,8,74.1,61.5,12.59,7.37,10.34,9.15,19.49,20,10,67.6,65.7,1.87,-1.09,-2.54,2.41,-0.13,0,0.78,0.67,-17,13
"702",2010,3,83,"Georgetown","Ohio",97,14,23,11,73.5,66.1,7.47,9.56,9.38,7.65,17.03,22,15,74.7,69.4,5.24,-0.03,6.34,-1.78,4.56,1,0.68,0.59,14,11
"703",2010,4,89,"Maryland","Houston",77,13,24,9,79.7,68.3,11.36,7.95,14.63,3.13,17.75,19,16,78.6,75,3.63,3.48,12.47,-5.73,6.74,0,0.73,0.54,-12,9
"704",2010,5,70,"Michigan St","New Mexico St",67,12,28,9,71.8,63.8,8.03,8.17,7.35,7.99,15.33,22,12,78.3,77.6,0.68,1.66,9.3,-7.24,2.06,0,0.76,0.65,-3,7
"705",2010,6,62,"Tennessee","San Diego St",59,11,28,9,73.5,65.2,8.3,7.75,7.86,8.19,16.05,25,9,70.3,61.8,8.47,4.21,3.49,7.85,11.34,0,0.76,0.74,-3,5
"706",2010,7,59,"Oklahoma St","Georgia Tech",64,10,22,11,73.8,68,5.88,6.97,7.29,5.05,12.34,23,13,72.8,65.7,7.11,9.02,7.49,6.62,14.11,1,0.67,0.64,5,3
"707",2010,1,79,"Syracuse","Vermont",56,16,30,5,80.9,66.4,14.51,7.21,14.9,6.82,21.72,25,10,70.2,64.8,5.43,-6.69,-0.66,-0.6,-1.26,0,0.86,0.71,-23,15
"708",2010,2,82,"Kansas St","North Texas",62,15,29,8,79.7,69.8,9.86,10.28,14.47,5.41,19.88,24,9,73.8,69.8,4.06,-4.72,1.07,-3.56,-2.49,0,0.78,0.73,-20,13
"709",2010,3,89,"Pittsburgh","Oakland",66,14,25,9,68.7,61.8,6.91,7.39,2.66,11.64,14.3,26,9,76.5,71.5,4.91,-2.96,4.33,-4.97,-0.64,0,0.74,0.74,-23,11
"710",2010,4,65,"Vanderbilt","Murray St",66,13,24,9,76.9,68.9,7.97,7.86,11.84,3.4,15.24,31,5,76.5,60.4,16.06,-3.89,2.63,6.06,8.69,1,0.73,0.86,1,9
"711",2010,5,77,"Butler","UTEP",59,12,33,5,68.7,59.4,9.29,5.08,2.5,11.87,14.37,26,7,75.3,64.6,10.7,1.96,6.96,5.7,12.66,0,0.87,0.79,-18,7
"712",2010,6,65,"Xavier","Minnesota",54,11,26,9,79.8,69.5,10.29,5.94,14.53,1.69,16.23,21,14,72.4,64.1,8.31,7.32,8.09,7.55,15.64,0,0.74,0.6,-11,5
"713",2010,7,99,"BYU","Florida",92,10,30,6,83.1,66.4,16.67,3,16.12,2.7,18.82,21,13,72.2,66.4,5.79,7.16,5.81,6.08,11.89,0,0.83,0.62,-7,3
"714",2010,1,100,"Kentucky","East Tennessee St",71,16,35,3,79.3,64.9,14.32,6.82,13.3,7.84,21.13,20,15,69.3,67.5,1.77,-1.47,-0.57,-0.27,-0.83,0,0.92,0.57,-29,15
"715",2010,2,77,"West Virginia","Morgan St",50,15,31,7,72.4,63.5,8.89,10.26,7.6,11.56,19.16,27,10,76,70.4,5.59,-6.15,4.37,-5.54,-1.18,0,0.82,0.73,-27,13
"716",2010,3,62,"New Mexico","Montana",57,14,30,5,75.9,67.2,8.66,3.84,9.65,2.84,12.49,22,10,69.6,61.3,8.38,-2.35,-2.12,6.05,3.93,0,0.86,0.69,-5,11
"717",2010,4,53,"Wisconsin","Wofford",49,13,24,9,67.1,56.9,10.18,7.66,2.31,15.54,17.84,26,9,68.8,61,7.83,-2.57,-2.32,6.74,4.43,0,0.73,0.74,-4,9
"718",2010,5,65,"Temple","Cornell",78,12,29,6,64.9,56.8,8.17,4.27,-2.6,15.04,12.44,29,5,76.4,64.5,11.88,-0.91,7.2,1.55,8.76,1,0.83,0.85,13,7
"719",2010,6,78,"Marquette","Washington",80,11,22,12,73.1,64.6,8.44,8.23,5.9,9.27,15.17,26,10,79.2,70,9.22,7.49,13.31,2.33,15.64,1,0.65,0.72,2,5
"720",2010,7,78,"Clemson","Missouri",86,10,21,11,73.4,64.5,8.91,7.9,8.25,7.46,15.71,23,11,77.3,66.2,11.03,6.36,11.31,6.08,17.39,1,0.66,0.68,8,3
"721",2010,1,73,"Duke","Arkansas Pine Bluff",44,16,35,5,77,61,15.95,9.21,13.17,12.04,25.21,18,16,63.7,64.3,-0.62,-7.68,-7.86,-0.43,-8.29,0,0.88,0.53,-29,15
"722",2010,2,73,"Villanova","Robert Morris",70,15,25,8,81.8,72.8,8.97,7.75,16.74,-0.02,16.72,23,12,68.5,65.9,2.66,-6.15,-2.58,-1.13,-3.71,0,0.76,0.66,-3,13
"723",2010,3,68,"Baylor","Sam Houston St",59,14,28,8,77,65.6,11.36,8.03,9.58,8.39,17.97,25,8,79.3,69.2,10.06,-3.37,8.29,-4.59,3.71,0,0.78,0.76,-9,11
"724",2010,4,72,"Purdue","Siena",64,13,29,6,70.5,61.3,9.23,8.81,6.09,11.43,17.52,27,7,75.1,65.5,9.65,-1.17,7.63,0.84,8.48,0,0.83,0.79,-8,9
"725",2010,5,69,"Texas A&M","Utah St",53,12,24,10,71.4,64.5,6.88,9.8,5.7,9.54,15.24,27,8,73.1,59.9,13.2,1.23,3.15,10.47,13.62,0,0.71,0.77,-16,7
"726",2010,6,50,"Notre Dame","Old Dominion",51,11,23,12,75.3,68.4,6.91,6.22,9.82,3.32,13.14,27,9,67.1,57.5,9.61,1.78,-0.52,11.91,11.39,1,0.66,0.75,1,5
"727",2010,7,71,"Richmond","St Marys",80,10,26,9,69.3,62.7,6.6,3.43,0.98,9.06,10.03,28,6,78.5,66.4,12.06,2.2,10.03,3.35,13.38,1,0.74,0.82,9,3
"728",2011,1,75,"Ohio St","Texas San Antonio",46,16,34,3,77.1,59.7,17.46,8.38,13.39,12.45,25.84,20,14,70.1,69.5,0.62,-4.93,-1.8,-4.01,-5.8,0,0.92,0.59,-29,15
"729",2011,2,102,"North Carolina","Long Island Brooklyn",87,15,29,8,77.5,68.8,8.73,10.15,13,5.87,18.87,27,6,82.7,74.7,8,-5.77,11.47,-9.24,2.23,0,0.78,0.82,-15,13
"730",2011,3,77,"Syracuse","Indiana St",60,14,27,8,73.4,63.3,10.06,8.79,9.39,9.45,18.85,20,14,66.3,64.5,1.79,2.9,-0.19,3.6,3.41,0,0.77,0.59,-17,11
"731",2011,4,59,"Kentucky","Princeton",57,13,29,9,74.9,63.5,11.39,8.91,10.67,9.64,20.3,25,7,69.2,63,6.19,-1.61,-0.3,4.02,3.71,0,0.76,0.78,-2,9
"732",2011,5,84,"West Virginia","Clemson",78,12,21,12,69.8,64.7,5.12,11.03,5.64,10.51,16.15,22,12,68.5,61.4,7.18,6.58,3.37,10.39,13.76,0,0.64,0.65,-6,7
"733",2011,6,55,"Xavier","Marquette",66,11,24,8,72.1,64.6,7.47,4.41,6.3,5.58,11.88,22,15,75.2,68.8,6.38,8.51,10.23,4.66,14.89,1,0.75,0.59,11,5
"734",2011,7,68,"Washington","Georgia",65,10,24,11,83.1,70.7,12.37,7.74,18.29,1.83,20.12,21,12,68.7,64.4,4.3,6.13,3.47,6.97,10.43,0,0.69,0.64,-3,3
"735",2011,1,87,"Duke","Hampton",45,16,32,5,80.9,64.7,16.19,8.32,16.55,7.95,24.51,24,9,66.6,62.7,3.85,-8.77,-6.55,1.35,-5.2,0,0.86,0.73,-42,15
"736",2011,2,68,"San Diego St","Northern Colorado",50,15,34,3,71.9,59.2,12.65,6.36,5.28,12.68,17.96,21,11,71.5,65.8,5.69,-2.24,1.69,-0.3,1.39,0,0.92,0.66,-18,13
"737",2011,3,81,"Connecticut","Bucknell",52,14,32,9,72.4,64.9,7.51,10.44,9.23,8.72,17.95,25,9,70.2,63.9,6.26,-3.87,-1.02,3.42,2.39,0,0.78,0.74,-29,11
"738",2011,4,85,"Texas","Oakland",81,13,28,8,75,62.2,12.86,7.96,9.52,11.3,20.82,25,10,85.5,76.9,8.63,0.1,15.9,-7.62,8.28,0,0.78,0.71,-4,9
"739",2011,5,77,"Arizona","Memphis",75,12,30,8,76.4,67.9,8.55,7.99,11.12,5.42,16.54,25,10,72.1,68.3,3.77,3.14,4.94,1.97,6.91,0,0.79,0.71,-2,7
"740",2011,6,78,"Cincinnati","Missouri",63,11,26,9,68.9,59.6,9.31,6.1,3.69,11.72,15.41,23,11,80.8,71.6,9.21,6.5,14.73,0.04,14.77,0,0.74,0.68,-15,5
"741",2011,7,66,"Temple","Penn St",64,10,26,8,70.6,62.5,8.12,4.23,3.97,8.38,12.35,19,15,63.1,62.5,0.53,11.45,0.94,11.04,11.98,0,0.76,0.56,-2,3
"742",2011,1,72,"Kansas","Boston University",53,16,35,3,81.2,64.7,16.47,7.62,15.48,8.62,24.1,21,14,64.9,63.5,1.37,-3.85,-3.87,1.39,-2.48,0,0.92,0.6,-19,15
"743",2011,2,69,"Notre Dame","Akron",56,15,27,7,75.2,65.5,9.74,8.43,11.1,7.07,18.17,23,13,70.1,65.7,4.42,-1.02,0.77,1.37,2.15,0,0.79,0.64,-13,13
"744",2011,3,65,"Purdue","St Peters",43,14,26,8,72.5,61.9,10.68,8.69,9.34,10.02,19.36,20,14,60.9,60.1,0.79,-1.08,-8.05,7.77,-0.28,0,0.76,0.59,-22,11
"745",2011,4,61,"Louisville","Morehead St",62,13,25,10,74.9,64.5,10.4,8.2,10.42,8.18,18.6,25,10,68.9,61.8,7.14,-3.13,-1.68,4.49,2.81,1,0.71,0.71,1,9
"746",2011,5,66,"Vanderbilt","Richmond",69,12,23,11,75.9,67.7,8.24,6.86,11.12,3.97,15.1,29,8,69.6,61.2,8.43,2.79,2.85,8.38,11.23,1,0.68,0.78,3,7
"747",2011,6,56,"Georgetown","VCU",74,11,21,11,70.6,66.3,4.22,10.39,7.15,7.47,14.61,28,12,71.6,66.8,4.78,3.78,6.2,2.36,8.56,1,0.66,0.7,18,5
"748",2011,7,50,"Texas A&M","Florida St",57,10,24,9,68.3,60.9,7.42,5.94,2.24,10.38,12.62,23,11,69.1,62,7.03,6.45,3.52,9.97,13.48,1,0.73,0.68,7,3
"749",2011,1,74,"Pittsburgh","UNC Asheville",51,16,28,6,73.9,61,12.97,7.85,9.54,11.28,20.82,20,14,73.7,68.6,5.09,-2.89,1.73,-2.42,-0.69,0,0.82,0.59,-23,15
"750",2011,2,79,"Florida","Santa Barbara",51,15,29,8,72.1,63.4,8.7,7.57,7.74,8.53,16.27,18,14,67.8,65.8,2.03,0.12,-1.32,2.53,1.22,0,0.78,0.56,-28,13
"751",2011,3,74,"BYU","Wofford",66,14,32,5,81.4,67.9,13.51,5.76,15.83,2.82,18.65,21,13,73.6,68,5.56,-1.21,4.08,0.27,4.35,0,0.86,0.62,-8,11
"752",2011,4,72,"Wisconsin","Belmont",58,13,25,9,67.9,58.6,9.35,9.42,4.24,14.52,18.77,30,5,79.7,62.2,17.49,-4.42,9.39,3.68,13.07,0,0.74,0.86,-14,9
"753",2011,5,73,"Kansas St","Utah St",68,12,23,11,72.9,66.1,6.71,8.41,7.55,7.04,14.59,30,4,72,58.7,13.35,0.5,1.88,11.35,13.23,0,0.68,0.88,-5,7
"754",2011,6,71,"St Johns","Gonzaga",86,11,21,12,70.1,67,3.09,10.01,6.41,6.69,13.1,25,10,76.7,65.9,10.77,4.01,8.59,5.27,13.86,1,0.64,0.71,15,5
"755",2011,7,78,"UCLA","Michigan St",76,10,23,11,70.1,66.3,3.76,7.93,5.03,6.67,11.7,19,15,68.8,66.6,2.21,11.67,6.14,7.56,13.7,0,0.68,0.56,-2,3
"756",2012,1,81,"Kentucky","Western Kentucky",66,16,38,2,77.4,60.6,16.8,7.93,13.97,10.75,24.73,16,19,64.9,68.1,-3.17,0.51,-1.68,-0.98,-2.66,0,0.95,0.46,-15,15
"757",2012,2,70,"Duke","Lehigh",75,15,27,7,77.3,68.6,8.65,8.4,13.75,3.3,17.05,27,8,75.7,65.4,10.29,-5.14,5.63,-1.37,4.27,1,0.79,0.77,5,13
"758",2012,3,68,"Baylor","South Dakota St",60,14,30,8,74.7,65.3,9.37,8.03,10.2,6.34,16.54,27,8,76.8,66.5,10.29,-1.87,7,0.34,7.34,0,0.79,0.77,-8,11
"759",2012,4,79,"Indiana","New Mexico St",66,13,27,9,77.3,66.4,10.83,7.8,14.53,4.1,18.63,26,10,78.1,68.3,9.81,0.08,9.12,-0.39,8.73,0,0.75,0.72,-13,9
"760",2012,5,59,"Wichita St","VCU",62,12,27,6,77.1,62.4,14.7,3.8,10.64,6.79,17.42,29,7,68,59.8,8.17,0.63,2.74,6.05,8.79,1,0.82,0.81,3,7
"761",2012,6,64,"UNLV","Colorado",68,11,26,9,76.3,65.9,10.4,4.37,11.33,2.23,13.55,24,12,67.5,63,4.44,5.73,2.06,5.85,7.91,1,0.74,0.67,4,5
"762",2012,7,63,"Notre Dame","Xavier",67,10,22,12,66.4,61.7,4.71,6.47,2.42,8.76,11.18,23,13,70.6,67.3,3.36,6.22,5.95,3.64,9.59,1,0.65,0.64,4,3
"763",2012,1,89,"Michigan St","Long Island Brooklyn",67,16,29,8,71.6,59.3,12.32,9.82,8.73,12.58,21.32,25,9,81.4,77.7,3.76,-5.1,11.38,-12.71,-1.34,0,0.78,0.74,-22,15
"764",2012,2,84,"Missouri","Norfolk St",86,15,30,5,80.4,66.3,14.09,5.68,16.13,3.64,19.77,26,10,68.9,67.1,1.83,-5.39,-1.41,-2.27,-3.68,1,0.86,0.72,2,13
"765",2012,3,88,"Marquette","BYU",68,14,27,8,75.4,65.9,9.43,7.5,12.11,4.82,16.92,26,9,77.9,67.4,10.54,1.55,10.45,0.8,11.25,0,0.77,0.74,-20,11
"766",2012,4,69,"Louisville","Davidson",62,13,30,10,68.2,61,7.18,9.02,4.73,11.46,16.19,25,8,77.9,67.8,10.09,-1.68,8.39,-1.13,7.26,0,0.75,0.76,-7,9
"767",2012,5,75,"New Mexico","Long Beach St",68,12,28,7,72.7,59.3,13.4,3.34,6.64,8.96,15.6,25,9,73.8,64,9.85,0.87,6.44,3.08,9.52,0,0.8,0.74,-7,7
"768",2012,6,58,"Murray St","Colorado St",41,11,31,2,73.1,60.6,12.45,-2.6,3.25,5.49,8.74,20,12,70.1,68,2.06,5.23,5.34,1.25,6.58,0,0.94,0.62,-17,5
"769",2012,7,71,"Florida","Virginia",45,10,26,11,75.9,65,10.92,7.33,13.34,4.91,18.25,22,10,62.5,54.2,8.28,4.23,-3.41,15.92,12.51,0,0.7,0.69,-26,3
"770",2012,1,72,"Syracuse","UNC Asheville",65,16,34,3,74.1,61,13.11,8.02,11.14,9.99,21.12,24,10,80.7,71.4,9.38,-2.72,7.96,-4.9,3.06,0,0.92,0.71,-7,15
"771",2012,2,78,"Ohio St","Loyola Maryland",59,15,31,8,74.7,59.8,14.87,9.07,12.58,11.37,23.95,24,9,67.3,64.2,3.09,-2.72,-2.18,2.54,0.37,0,0.79,0.73,-19,13
"772",2012,3,86,"Florida St","St Bonaventure",63,14,25,10,69.8,62.9,6.91,7.62,6,8.54,14.53,20,12,70.4,65,5.41,2.84,3.67,4.57,8.25,0,0.71,0.62,-23,11
"773",2012,4,73,"Wisconsin","Montana",49,13,26,10,64,53.2,10.81,8.24,0.58,18.47,19.04,25,7,70,62,7.94,-3.39,-0.72,5.26,4.55,0,0.72,0.78,-24,9
"774",2012,5,79,"Vanderbilt","Harvard",70,12,25,11,72.6,65,7.67,8.04,9.36,6.35,15.71,26,5,65.6,55.6,9.97,-1.56,-1.58,9.42,7.84,0,0.69,0.84,-9,7
"775",2012,6,65,"Cincinnati","Texas",59,11,26,11,68.2,61.5,6.65,6.28,4.55,8.38,12.93,20,14,72.6,66.8,5.88,8.12,8,6,14,0,0.7,0.59,-6,5
"776",2012,7,77,"Gonzaga","West Virginia",54,10,26,7,73.8,63.2,10.61,3.25,6.89,6.97,13.86,19,14,71.1,66.5,4.61,7.53,7.72,4.41,12.13,0,0.79,0.58,-23,3
"777",2012,1,77,"North Carolina","Vermont",58,16,32,6,81.3,67.1,14.26,7.07,17.03,4.3,21.34,24,12,67.1,60.9,6.17,-5.19,-2.16,3.13,0.98,0,0.84,0.67,-19,15
