Rk,School,Conf,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,Year
182,Illinois-Chicago,MW Coll,11,20,66.1,69.5,-3.39,0.53,-2.81,-1.04,-3.84,2000
183,Portland,WCC,10,18,63.9,66.1,-2.21,1.92,-5.27,1.43,-3.84,2000
184,Texas A&M,Big 12,8,20,65.2,74.5,-9.32,5.47,-1.7,-2.15,-3.85,2000
185,Manhattan,MAAC,12,15,77,74,3.04,-6.94,1.86,-5.77,-3.91,2000
186,Montana State,Big Sky,12,17,76.7,77.3,-0.66,0.73,2.35,-6.27,-3.92,2000
187,Western Kentucky,Sun Belt,11,18,68.8,71.3,-2.55,-1.46,-2.16,-1.84,-4.01,2000
188,Kansas City,Mid-Cont,16,13,73.3,69.1,4.17,-5.08,0.27,-4.5,-4.22,2000
189,Nevada,Big West (East),9,20,64.6,69.8,-5.17,1.5,-3.97,-0.32,-4.29,2000
190,Loyola (IL),MW Coll,14,14,66.2,69.8,-3.61,-0.72,-2.96,-1.38,-4.33,2000
191,UTSA,Southland,15,13,76.8,75.1,1.68,-4.59,2.23,-6.61,-4.38,2000
192,Duquesne,A-10 (West),9,20,69.3,76.3,-7.07,2.5,0.23,-4.79,-4.57,2000
193,Central Michigan,MAC (West),6,23,68.4,75,-6.55,2.79,-1.6,-3.04,-4.64,2000
194,UT Arlington,Southland,15,12,78,75.9,2.11,-5.86,4.68,-9.38,-4.7,2000
195,Arkansas State,Sun Belt,10,18,71.6,75.8,-4.25,-0.48,2.04,-6.78,-4.73,2000
196,Oakland,Mid-Cont,13,17,72.1,75.1,-3.03,-1.32,1.65,-6.38,-4.74,2000
197,New Orleans,Sun Belt,11,18,59.9,61.7,-1.76,-3.06,-11.62,6.81,-4.82,2000
198,Northwestern,Big Ten,5,25,51.5,64.5,-13,8.14,-14.52,9.66,-4.86,2000
199,Virginia Commonwealth,CAA,14,14,69.9,73,-3.07,-1.8,1,-5.87,-4.88,2000
200,Air Force,MWC,8,20,67.5,73.1,-5.61,2.58,-2.64,-2.43,-5.07,2000
201,Wright State,MW Coll,11,17,61.3,66.4,-5.07,-0.15,-7.53,2.31,-5.22,2000
202,Idaho State,Big Sky,8,19,70.1,75,-4.93,1.18,-0.5,-4.91,-5.42,2000
203,Bucknell,Patriot,17,11,63.9,61.4,2.54,-6.76,-8.68,3.19,-5.5,2000
204,William & Mary,CAA,11,17,68.6,71.2,-2.57,-0.92,-1.6,-3.95,-5.55,2000
205,Cal Poly,Big West (West),10,18,78.2,81.4,-3.25,-0.11,6.55,-12.14,-5.59,2000
206,Robert Morris,NEC,18,12,70.8,67,3.77,-7.8,-3.45,-2.34,-5.8,2000
207,East Carolina,CAA,10,18,64.2,66.1,-1.89,-2.6,-6.67,0.85,-5.82,2000
208,Troy,TAAC,17,11,74.3,70.7,3.61,-8.61,0.75,-6.69,-5.94,2000
209,Radford,Big South,18,10,73.5,70.5,2.93,-7.92,-2.04,-3.96,-5.99,2000
210,Oral Roberts,Mid-Cont,13,17,72.3,73.1,-0.8,-4.23,-0.67,-5.42,-6.09,2000
211,St. Francis (NY),NEC,18,12,77.5,75,2.53,-7.98,4.32,-10.44,-6.12,2000
212,American,CAA,11,18,65.7,67.7,-2,-3.42,-6.45,0.32,-6.13,2000
213,Lamar,Southland,15,16,62.9,65.2,-2.32,-3.83,-9.05,2.9,-6.15,2000
214,Marist,MAAC,14,14,70.1,69.8,0.32,-6.54,-5.01,-1.2,-6.21,2000
215,Furman,Southern (South),14,18,70.4,68.4,1.94,-5.15,-5.12,-1.28,-6.39,2000
216,Central Florida,TAAC,14,18,71.7,72.5,-0.84,-4.85,-1.03,-5.44,-6.47,2000
217,Niagara,MAAC,17,12,77.3,78.4,-1.17,-5.38,3.03,-9.58,-6.55,2000
218,Rider,MAAC,16,14,70.5,70.4,0.1,-6.7,-4.54,-2.06,-6.6,2000
219,Jacksonville State,TAAC,17,11,69.6,67.9,1.71,-8.45,-5.41,-1.6,-7.01,2000
220,Sacramento State,Big Sky,9,18,62.1,68.7,-6.59,0.54,-9.34,1.96,-7.38,2000
221,Saint Mary's (CA),WCC,8,20,60.8,69.4,-8.61,2.19,-7.08,-0.32,-7.4,2000
222,Texas State,Southland,12,17,68.6,68.7,-0.1,-5.52,-4.5,-2.98,-7.49,2000
223,Wofford,Southern (South),14,16,69.3,72.8,-3.53,-2.89,-2.83,-4.81,-7.64,2000
224,UNC Greensboro,Southern (North),15,13,71.7,72.3,-0.61,-6.15,-3.4,-4.31,-7.71,2000
225,Morehead State,OVC,9,18,75.6,77.6,-1.96,-3.16,1.19,-8.93,-7.74,2000
226,Fairleigh Dickinson,NEC,17,11,64.5,63.6,0.93,-7.97,-10.45,2.7,-7.75,2000
227,Northwestern State,Southland,17,13,66.3,66.8,-0.43,-6.06,-8.29,0.42,-7.88,2000
228,Georgia Southern,Southern (South),16,12,77.1,78.9,-1.82,-5.45,3.39,-11.32,-7.93,2000
229,Chattanooga,Southern (South),10,19,69.6,72.5,-2.9,-4.64,-4.37,-3.65,-8.02,2000
230,Youngstown State,Mid-Cont,12,16,67,70.5,-3.5,-3.66,-5.87,-2.2,-8.07,2000
231,Tennessee-Martin,OVC,10,19,68.2,74.8,-6.55,-0.03,-3.34,-4.76,-8.1,2000
232,Texas-Rio Grande Valley,Ind,12,16,72,77.4,-5.43,-0.19,3.03,-11.31,-8.28,2000
233,Maryland-Baltimore County,NEC,11,18,64.8,64.3,0.52,-7.36,-9.42,0.99,-8.43,2000
234,Hampton,MEAC,17,12,74.7,71.6,3.1,-11.61,-2.06,-6.46,-8.51,2000
235,Rhode Island,A-10 (East),5,25,62.3,76.6,-14.27,5.73,-5.07,-3.47,-8.54,2000
236,East Tennessee State,Southern (North),14,15,69.1,70.9,-1.86,-4.97,-5.63,-3.08,-8.71,2000
237,Bethune-Cookman,MEAC,14,15,75.4,75.1,0.28,-9.63,-0.88,-7.97,-8.85,2000
238,Canisius,MAAC,10,20,73,78,-5.07,-3.81,-1.83,-7.04,-8.87,2000
239,Wagner,NEC,11,16,77.7,75.6,2.11,-9.72,2.02,-11.08,-9.07,2000
240,San Diego State,MWC,5,23,62.3,74.9,-12.57,4.54,-6.76,-2.33,-9.09,2000
241,Cal State Fullerton,Big West (West),8,19,71.9,77.9,-6.07,-1.21,0.9,-10.27,-9.37,2000
242,Rice,WAC,5,22,57.6,68,-10.44,3.26,-12.64,3.22,-9.42,2000
243,Western Illinois,Mid-Cont,8,22,65.8,70.8,-4.93,-2.68,-7.74,-2.01,-9.75,2000
244,Vermont,AEC,16,12,71.6,73.1,-1.54,-8.25,-1.55,-8.23,-9.78,2000
245,Centenary (LA),Ind,10,18,63.6,68.7,-5.14,-1.61,-11.96,2.09,-9.88,2000
246,Alcorn State,SWAC,19,10,74.5,70.2,4.28,-11.6,-3.75,-6.15,-9.89,2000
247,IUPUI,Mid-Cont,7,21,61.4,68,-6.64,-3.13,-10.7,0.71,-9.99,2000
248,Drexel,AEC,13,17,63,65.9,-2.9,-7.12,-9.98,-0.04,-10.02,2000
249,Nicholls State,Southland,11,17,63.2,65.9,-2.75,-4.5,-10.12,0.08,-10.04,2000
250,Quinnipiac,NEC,18,10,73.5,73.9,-0.32,-9.2,-0.18,-9.91,-10.09,2000
251,Monmouth,NEC,12,16,58,60.8,-2.79,-7.51,-15.03,4.74,-10.29,2000
252,Towson,AEC,11,17,67.9,69.2,-1.29,-9.1,-7.06,-3.32,-10.38,2000
253,South Carolina State,MEAC,20,14,70.2,71.2,-1.06,-9.38,-4.96,-5.45,-10.41,2000
254,Western Carolina,Southern (North),14,14,76.9,80.3,-3.39,-4.94,3.49,-13.91,-10.42,2000
255,Chicago State,Mid-Cont,10,18,65.4,72.5,-7.04,-3.04,-5.69,-4.95,-10.64,2000
256,Coppin State,MEAC,15,15,67.2,68.5,-1.3,-9.36,-7.86,-2.81,-10.66,2000
257,Mercer,TAAC,12,21,68.5,71.8,-3.39,-5.77,-6.69,-4.15,-10.84,2000
258,North Texas,Big West (East),7,20,75.6,88.5,-12.93,2.07,7.09,-17.95,-10.85,2000
259,Jacksonville,TAAC,8,19,70.9,72.8,-1.89,-7.95,-3.1,-7.85,-10.95,2000
260,Belmont,Ind,7,21,68.7,75.3,-6.57,-1.39,-3.22,-7.76,-10.98,2000
261,Colgate,Patriot,13,16,63.7,65.5,-1.79,-7.85,-10.57,-0.65,-11.22,2000
262,Holy Cross,Patriot,10,18,59.9,63.3,-3.39,-7.96,-13.15,1.8,-11.35,2000
263,UNC Asheville,Big South,11,19,69.1,76,-6.9,-3.66,-3.23,-8.3,-11.53,2000
264,Saint Francis (PA),NEC,10,18,64.5,68,-3.54,-8.14,-9.6,-2.08,-11.68,2000
265,Coastal Carolina,Big South,10,18,68.7,75.3,-6.61,-6.64,-2.52,-9.2,-11.71,2000
266,Columbia,Ivy,13,14,59.2,61.3,-2.07,-8.25,-14.6,2.81,-11.79,2000
267,North Carolina A&T,MEAC,14,15,75.4,75.4,0,-12.15,-1.89,-9.98,-11.86,2000
268,Stetson,TAAC,13,15,68.3,70.9,-2.61,-8.23,-6.04,-5.9,-11.94,2000
269,Elon,Big South,13,15,74.4,75.7,-1.32,-6.37,-1.64,-10.33,-11.97,2000
270,Little Rock,Sun Belt,4,24,67.3,76.7,-9.39,-2.78,-3.63,-8.54,-12.17,2000
271,Denver,Sun Belt,6,22,66.1,77.1,-11.04,-1.14,-3.99,-8.19,-12.18,2000
272,Jackson State,SWAC,17,16,66.8,68.2,-1.39,-10.38,-10.77,-1.42,-12.19,2000
273,Liberty,Big South,14,14,68.4,68.3,0.14,-8.41,-6.75,-5.49,-12.24,2000
274,Alabama A&M,SWAC,18,10,75.9,70.9,5.07,-12.07,-4.86,-7.41,-12.27,2000
275,Texas Southern,SWAC,15,14,73.5,71.7,1.83,-13.44,-6.89,-5.75,-12.64,2000
276,Harvard,Ivy,12,15,65.9,67.7,-1.81,-9.75,-6.95,-5.81,-12.75,2000
277,Stephen F. Austin,Southland,6,21,67.9,73.4,-5.48,-4.97,-5.26,-7.55,-12.81,2000
