Rk,School,Conf,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,Year
1,Gonzaga,WCC,31,1,91,69.7,21.28,5.92,23.21,3.99,27.2,2021
2,Baylor,Big 12,28,2,82.9,65.5,17.43,7.4,15.41,9.42,24.83,2021
3,Illinois,Big Ten,24,7,80.5,68.6,11.9,11.34,15.08,8.17,23.25,2021
4,Michigan,Big Ten,23,5,75.8,65.1,10.75,11.25,9.74,12.25,22,2021
5,Houston,AAC,28,4,76.1,58.2,17.84,5.37,7.82,13.84,21.66,2021
6,Iowa,Big Ten,22,9,83.7,72.7,10.97,10.43,18.32,3.08,21.4,2021
7,Southern California,Pac-12,25,8,74.9,65.1,9.85,10.65,9.4,11.1,20.5,2021
8,Alabama,SEC,26,7,79.7,70.1,9.58,10.01,13.35,6.24,19.58,2021
9,Colorado,Pac-12,23,9,73.1,63.8,9.31,9.57,7.71,11.17,18.88,2021
10,Ohio State,Big Ten,21,10,77.2,71.1,6.06,12.19,12.15,6.1,18.25,2021
11,Arkansas,SEC,25,7,81.4,70.8,10.63,7.18,12.42,5.38,17.8,2021
12,Villanova,Big East,18,7,74.8,66.5,8.28,9.19,7.91,9.56,17.47,2021
13,Wisconsin,Big Ten,18,13,69.9,64.6,5.29,11.93,4.38,12.83,17.22,2021
14,Florida State,ACC,18,7,77.2,69.2,7.96,9.16,11.6,5.52,17.12,2021
15,Tennessee,SEC,18,9,71.9,63.5,8.41,8.46,4.46,12.41,16.87,2021
16,Texas Tech,Big 12,18,11,72.5,63.2,9.31,7.28,5.08,11.51,16.59,2021
17,UCLA,Pac-12,22,10,73.4,68.4,4.97,11.34,8.06,8.24,16.3,2021
18,Creighton,Big East,22,9,76,68.2,7.74,8.54,9.71,6.57,16.28,2021
19,Oregon,Pac-12,21,7,72.3,66,6.28,9.65,8.61,7.54,16.15,2021
20,Connecticut,Big East,15,8,71.7,64.6,7.17,8.59,5.79,9.98,15.77,2021
21,Louisiana State,SEC,19,10,81.8,75.2,6.55,9.14,15.24,0.46,15.7,2021
22,Purdue,Big Ten,18,10,71,66.7,4.32,11.23,6.15,9.4,15.55,2021
23,Texas,Big 12,19,8,74.4,68.2,6.15,9.36,8.88,6.63,15.51,2021
