Rk,School,Conf,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,Year
70,St. John's (NY),Big East (East),20,12,70.3,68.8,1.5,6.31,1.6,6.21,7.81,2002
71,Bowling Green State,MAC (East),24,9,74.7,67.8,6.85,1.47,4.45,3.25,7.69,2002
72,Nevada-Las Vegas,MWC,21,11,78.3,75.5,2.81,4.88,10.97,-3.28,7.69,2002
73,San Diego State,MWC,21,12,74.4,70.9,3.52,6.02,5.41,2.29,7.69,2002
74,Louisiana Tech,WAC,22,10,73.1,67.3,5.81,2.52,2.63,4.96,7.59,2002
75,Saint Joseph's,A-10 (East),19,12,76.2,72.5,3.68,3.33,7.4,-0.4,7.01,2002
76,Auburn,SEC (West),12,16,65.5,66.6,-1.07,7.97,-0.77,7.66,6.89,2002
77,Saint Louis,CUSA (American),15,16,63.1,62.5,0.52,6.34,-4.29,11.14,6.86,2002
78,Fresno State,WAC,19,15,73,70.3,2.68,5.21,5.34,1.44,6.78,2002
79,Vanderbilt,SEC (East),17,15,71.6,72.4,-0.88,7.56,4.56,2.1,6.66,2002
80,New Mexico,MWC,16,14,73.5,71.1,2.43,3.87,4.89,1.42,6.3,2002
81,Baylor,Big 12,14,16,76.5,72.2,4.33,5.08,5.29,0.94,6.23,2002
82,Providence,Big East (East),15,16,71.4,69.7,1.65,4.55,3.44,2.76,6.19,2002
83,Colorado,Big 12,15,14,79.7,77.9,1.86,4.99,10.4,-4.23,6.17,2002
84,UNC Wilmington,CAA,23,10,67.9,61.6,6.24,-0.08,-1.99,8.15,6.17,2002
85,St. Bonaventure,A-10 (East),17,13,80.5,78.1,2.47,3.61,13.06,-6.98,6.07,2002
86,Seton Hall,Big East (West),12,18,70.5,70.8,-0.3,6.66,2.06,3.88,5.93,2002
87,Utah State,Big West,23,8,67,58.1,8.9,-1.7,-3.43,9.07,5.63,2002
88,Northwestern,Big Ten,16,13,59.6,59.1,0.48,5.1,-8.19,13.77,5.58,2002
89,UAB,CUSA (National),13,17,70.3,67.7,2.6,2.96,0.17,5.39,5.56,2002
90,UC Santa Barbara,Big West,20,11,66.6,60.9,5.71,-0.05,-1.81,7.36,5.55,2002
91,Richmond,A-10 (West),22,14,62.8,61.5,1.31,4.22,-6.55,12.08,5.53,2002
92,College of Charleston,Southern (South),21,9,69.4,60.8,8.6,-3.12,-4.18,9.1,4.92,2002
93,Rutgers,Big East (West),18,13,67.6,66,1.61,2.92,-1.89,6.42,4.53,2002
94,Tennessee Tech,OVC,27,7,78.7,67.9,10.82,-3.07,2.5,2.01,4.51,2002
95,San Diego,WCC,16,13,75.5,70.6,4.86,1.56,4.8,-0.35,4.45,2002
96,Houston,CUSA (National),18,15,71.8,72.8,-0.91,5.46,2.33,2.09,4.43,2002
97,TCU,CUSA (National),16,15,85.3,82.5,2.81,4.22,15.02,-10.6,4.42,2002
98,Nebraska,Big 12,13,15,69.8,70.7,-0.93,6.08,0.32,4.09,4.41,2002
99,Washington,Pac-10,11,18,72,77.1,-5.1,10.1,4.3,0.09,4.39,2002
100,Milwaukee,Horizon,16,13,75.6,70.2,5.41,0.82,4.73,-0.41,4.32,2002
101,Florida State,ACC,12,17,71.8,74,-2.17,9.16,1.79,2.52,4.31,2002
102,Southern Methodist,WAC,15,14,72.4,71.1,1.31,3.58,2.87,1.36,4.23,2002
103,Oregon State,Pac-10,12,17,64.3,66.5,-2.14,7.92,-6.2,10.24,4.04,2002
104,Iowa State,Big 12,12,19,69.7,69.7,-0.03,4.89,0.54,3.48,4.02,2002
105,North Carolina,ACC,8,20,72.2,78.9,-6.64,10.5,4.65,-0.8,3.86,2002
106,Kansas State,Big 12,13,16,68.4,70.7,-2.24,6.77,-1.16,4.97,3.81,2002
107,New Mexico State,Sun Belt (West),20,12,77.9,73.2,4.66,-0.19,5.32,-1.64,3.68,2002
108,Clemson,ACC,13,17,75.2,76.8,-1.6,5.16,5.73,-2.17,3.56,2002
109,Michigan,Big Ten,11,18,67.3,70.8,-3.48,8.18,-0.11,3.64,3.54,2002
110,UC Irvine,Big West,21,11,69.4,65.3,4.09,-0.19,-0.2,3.64,3.44,2002
111,Tulane,CUSA (National),14,15,72.2,73.4,-1.21,6.67,3.47,-0.06,3.41,2002
112,Virginia Tech,Big East (East),10,18,69.4,70.8,-1.43,3.54,0.44,2.92,3.35,2002
113,East Tennessee State,Southern (North),18,10,81.5,72.8,8.64,-1.55,6.61,-3.37,3.25,2002
114,Colorado State,MWC,12,18,68.8,68.2,0.57,4.28,0.25,2.84,3.09,2002
115,Oral Roberts,Mid-Cont,17,14,76.1,70.1,6,-3.26,3.54,-0.46,3.07,2002
116,Ohio,MAC (East),17,11,75.1,71.9,3.21,-0.19,2.79,0.24,3.02,2002
117,Pacific,Big West,20,10,70.1,64.9,5.13,-1.3,0.52,2.4,2.92,2002
118,Massachusetts,A-10 (East),13,16,64.3,65.9,-1.55,4.43,-4.59,7.46,2.88,2002
119,Nevada,WAC,17,13,73.7,71.8,1.9,1.88,4.38,-1.61,2.77,2002
120,Little Rock,Sun Belt (East),18,11,74.2,66.9,7.31,-2.51,2.73,-0.06,2.67,2002
121,Manhattan,MAAC,20,9,75,67,8.03,-5.39,1.81,0.84,2.65,2002
122,Missouri State,MVC,17,15,70.8,68.2,2.63,0.02,0.54,2.1,2.65,2002
123,Detroit Mercy,Horizon,18,13,65.7,64.4,1.35,1.05,-4.6,7,2.4,2002
124,Louisiana,Sun Belt (West),20,11,69.2,66.3,2.9,0.16,-0.98,3.14,2.16,2002
125,Arkansas State,Sun Belt (East),15,16,72.9,67,5.9,-1.98,-1.14,3.27,2.13,2002
126,Marist,MAAC,19,9,74.3,67.4,6.82,-5.19,1.6,0.03,1.63,2002
127,Illinois-Chicago,Horizon,20,14,73.6,70.6,3.03,1.43,2.15,-0.69,1.46,2002
128,UNC Greensboro,Southern (North),20,11,72.2,68.5,3.74,-2.34,-0.69,2.09,1.4,2002
129,Chattanooga,Southern (South),16,14,73.2,70.5,2.67,0.57,0.93,0.29,1.21,2002
130,Virginia Commonwealth,CAA,21,11,72.7,69,3.69,-2.37,2.56,-1.34,1.21,2002
131,Miami (OH),MAC (East),13,18,63.9,66.4,-2.48,3.69,-6.15,7.35,1.2,2002
132,Wright State,Horizon,17,11,73.7,70.8,2.96,-1.58,2.78,-1.77,1.01,2002
133,Montana State,Big Sky,20,10,69.4,66,3.47,-1.94,-2.5,3.41,0.91,2002
134,George Mason,CAA,19,10,69.8,66.7,3.1,-2.29,-0.23,1.04,0.82,2002
135,Wichita State,MVC,15,15,72.9,72.2,0.67,0.15,2.57,-1.75,0.82,2002
136,La Salle,A-10 (West),15,17,66.5,68.4,-1.88,2.64,-1.61,2.37,0.77,2002
137,Georgia Southern,Southern (South),16,12,79.6,74.6,5.07,-0.79,7.37,-6.62,0.76,2002
138,Western Michigan,MAC (West),17,13,73.5,72.4,1.13,-0.38,1.76,-1.01,0.75,2002
139,Illinois State,MVC,17,14,67.1,67.9,-0.77,1.51,-2.41,3.14,0.73,2002
140,Murray State,OVC,19,13,78.6,73.4,5.16,-1.91,3.79,-3.12,0.67,2002
141,Davidson,Southern (North),21,10,70.7,66,4.71,0.72,-4.84,5.45,0.61,2002
142,Oakland,Mid-Cont,17,13,75.5,74,1.53,-0.57,5.14,-4.6,0.54,2002
143,Loyola (IL),Horizon,17,13,72.3,70.4,1.97,-0.53,1.39,-0.92,0.47,2002
144,Weber State,Big Sky,18,11,74.9,69.9,5,-1.94,2.07,-1.71,0.37,2002
145,DePaul,CUSA (American),9,19,70.8,76.4,-5.61,5.55,1.29,-0.93,0.36,2002
146,Princeton,Ivy,16,12,60,57.4,2.61,-0.41,-10.78,11.07,0.29,2002
147,San Francisco,WCC,13,15,71.1,70.9,0.25,1.12,-0.35,0.47,0.12,2002
148,Yale,Ivy,21,11,74.8,70.5,4.34,-5.32,3.93,-4.02,-0.08,2002
149,Hampton,MEAC,26,7,79.5,71,8.45,-8.92,4.72,-5.13,-0.42,2002
150,The Citadel,Southern (South),17,12,72.9,68.3,4.66,-2.23,0.78,-1.25,-0.47,2002
151,McNeese State,Southland,21,9,70.1,63.6,6.43,-5.79,-4.42,3.83,-0.59,2002
152,East Carolina,CUSA (American),12,18,64.4,68.9,-4.53,6.66,-2.95,2.17,-0.78,2002
153,Georgia State,A-Sun,20,11,77,73.2,3.87,-4.42,3.37,-4.16,-0.79,2002
154,Kansas City,Mid-Cont,18,11,63.9,61.9,1.93,-1.8,-9.05,8.22,-0.83,2002
155,Southern Mississippi,CUSA (National),10,17,62.1,65.8,-3.74,3.55,-8.15,7.32,-0.84,2002
156,North Texas,Sun Belt (West),15,14,78.4,78.2,0.17,1.14,6.69,-7.55,-0.86,2002
157,Toledo,MAC (West),16,14,66.9,68.4,-1.47,0.95,-4.7,3.82,-0.88,2002
158,Air Force,MWC,9,19,57.3,61.5,-4.18,3.23,-12.33,11.38,-0.95,2002
159,Central Connecticut State,NEC,27,5,71.3,63.1,8.19,-9.29,-6.16,5.05,-1.1,2002
160,Central Florida,A-Sun,17,12,77.6,71.4,6.17,-6.38,2.63,-3.83,-1.2,2002
161,Northern Iowa,MVC,14,15,70.9,73,-2.14,0.9,1.89,-3.13,-1.24,2002
162,Cal Poly,Big West,15,12,69.3,67.9,1.37,-1.48,0.03,-1.3,-1.28,2002
163,Texas-Rio Grande Valley,Ind,20,10,79.6,73.2,6.4,-2.23,-0.37,-0.96,-1.33,2002
164,West Virginia,Big East (West),8,20,73,78.9,-5.86,5.9,4.24,-5.6,-1.36,2002
165,Marshall,MAC (East),15,15,77.6,77.4,0.2,1.23,6.36,-7.77,-1.42,2002
166,Rider,MAAC,17,11,70.7,66.3,4.43,-5.94,-2.27,0.76,-1.51,2002
167,Delaware,CAA,14,16,66.7,66.9,-0.17,-1.39,-3.32,1.76,-1.56,2002
168,Old Dominion,CAA,13,16,67.1,66.6,0.59,-2.14,-4.39,2.84,-1.56,2002
169,Furman,Southern (South),17,14,69.1,66,3.13,-1.23,-5.04,3.43,-1.61,2002
170,Holy Cross,Patriot,18,15,63.1,59.6,3.48,-5.1,-10.29,8.67,-1.61,2002
171,Boise State,WAC,13,17,62.6,65.8,-3.2,2.09,-6.62,4.99,-1.63,2002
172,Penn State,Big Ten,7,21,63.5,72.5,-9,7.12,-2.87,0.99,-1.88,2002
173,UTEP,WAC,10,22,69.2,72,-2.88,3.12,-1.72,-0.19,-1.91,2002
174,IUPUI,Mid-Cont,15,15,75.2,74.3,0.87,-0.3,1.83,-3.91,-2.08,2002
175,Eastern Washington,Big Sky,17,13,69.8,68.9,0.87,-1.32,-2.74,0.63,-2.11,2002
176,Drake,MVC,14,15,69.2,70.8,-1.62,-0.54,-1.62,-0.54,-2.16,2002
177,George Washington,A-10 (West),12,16,69.5,75.2,-5.71,3.48,2.02,-4.25,-2.24,2002
178,Cleveland State,Horizon,12,16,67.2,68,-0.82,-1.46,-4.13,1.85,-2.28,2002
179,Cal State Long Beach,Big West,13,17,71.2,72.2,-1,0.92,1.05,-3.71,-2.65,2002
180,Siena,MAAC,17,19,69.9,68.9,0.97,-3.71,-2.91,0.17,-2.74,2002
181,Buffalo,MAC (East),12,18,67.3,69.6,-2.3,-0.47,-3.77,1,-2.77,2002
182,Drexel,CAA,14,14,72.9,73.3,-0.43,-2.4,1.92,-4.75,-2.83,2002
183,Cal State Northridge,Big West,12,16,68.3,69.5,-1.25,0.41,-2.11,-0.77,-2.88,2002
184,Rice,WAC,10,19,65.8,70.1,-4.31,1.31,-3.84,0.83,-3,2002
185,Texas A&M,Big 12,9,22,65,73.9,-8.94,6.91,-4.43,1.41,-3.02,2002
186,Washington State,Pac-10,6,21,70.4,80.4,-10,6.95,1.6,-4.65,-3.06,2002
187,Troy,A-Sun,18,10,75.3,72.3,3.07,-6.18,1.03,-4.14,-3.11,2002
188,James Madison,CAA,14,15,70,69.2,0.79,-3.34,-1.67,-1.49,-3.16,2002
189,Morehead State,OVC,18,11,77.1,75.2,1.86,-3.12,0.91,-4.07,-3.16,2002
190,Northern Illinois,MAC (West),12,16,77.6,79.7,-2.11,-0.85,5.13,-8.35,-3.22,2002
191,Jacksonville,A-Sun,18,12,71,66,4.97,-5.25,-4.79,1.53,-3.25,2002
192,UTSA,Southland,19,10,76.9,72.3,4.59,-7.83,2.59,-5.83,-3.25,2002
193,Middle Tennessee,Sun Belt (East),14,15,66.9,67.2,-0.24,-0.79,-6.88,3.39,-3.49,2002
194,Brown,Ivy,17,10,77.4,74,3.44,-5.89,5.91,-9.45,-3.54,2002
195,Bradley,MVC,9,20,60.7,64.9,-4.28,0.73,-10.12,6.57,-3.55,2002
196,Central Michigan,MAC (West),9,19,70,74,-3.96,1.35,-0.92,-2.66,-3.58,2002
197,Niagara,MAAC,18,14,74,72.9,1.09,-4.68,1.72,-5.31,-3.58,2002
198,Radford,Big South,15,16,71.1,67.5,3.58,-6.1,-2.25,-1.44,-3.7,2002
199,Vermont,AEC,21,8,75.4,68.3,7.07,-10.81,1.4,-5.14,-3.74,2002
200,Samford,A-Sun,15,14,60.5,60.3,0.24,-4.07,-13.81,9.98,-3.83,2002
201,Florida Atlantic,A-Sun,19,12,74.3,72.1,2.19,-5.32,-0.43,-3.51,-3.94,2002
202,New Orleans,Sun Belt (West),15,14,66.2,67.7,-1.45,-1.33,-5.04,1.08,-3.96,2002
203,Austin Peay,OVC,14,18,70.5,70.4,0.06,-1.01,-3.8,-0.21,-4.01,2002
204,Montana,Big Sky,16,15,71.5,73,-1.45,-1.71,-1.39,-2.81,-4.19,2002
205,Fordham,A-10 (East),8,20,70.7,78.5,-7.82,3.46,3.23,-7.59,-4.36,2002
206,Green Bay,Horizon,9,21,65.7,68.1,-2.47,-0.72,-4.9,0.49,-4.41,2002
207,Indiana State,MVC,6,22,61.8,68,-6.18,1.73,-8.11,3.65,-4.45,2002
208,Wagner,NEC,19,10,81.4,76.7,4.79,-9.24,4.74,-9.19,-4.45,2002
209,Santa Clara,WCC,13,15,67.3,71,-3.79,0.39,-4.46,-0.01,-4.47,2002
210,Saint Mary's (CA),WCC,9,20,61,64.1,-3.1,0.66,-11.54,6.99,-4.56,2002
211,Boston University,AEC,22,10,67.1,64,3.13,-7.8,-5.48,0.8,-4.68,2002
212,Southern Utah,Mid-Cont,11,16,64.7,66.7,-2,-1.44,-7.49,2.8,-4.68,2002
213,Duquesne,A-10 (West),9,19,64,72.1,-8.14,3.43,-4.73,0.02,-4.71,2002
214,Akron,MAC (East),10,21,69.5,74.3,-4.84,0.37,-2.09,-2.74,-4.83,2002
215,Sam Houston State,Southland,14,14,74.6,73.2,1.43,-6.38,1.14,-6.1,-4.96,2002
216,American,Patriot,18,12,65.9,64.7,1.2,-6.19,-7.68,2.69,-4.99,2002
217,Florida International,Sun Belt (East),10,20,63.6,67.6,-3.97,-0.49,-9.33,3.91,-5.42,2002
218,Louisiana-Monroe,Southland,20,12,71.1,70.9,0.19,-4.42,-1.7,-3.75,-5.45,2002
219,Rhode Island,A-10 (East),8,20,61.8,71,-9.18,3.68,-7.94,2.44,-5.49,2002
220,Northern Arizona,Big Sky,14,14,67.6,67.7,-0.07,-3.04,-6.13,0.61,-5.52,2002
221,Iona,MAAC,13,17,71.1,72.4,-1.33,-4.25,-1.32,-4.27,-5.58,2002
222,Fairfield,MAAC,12,17,71.7,73,-1.34,-4.29,-0.23,-5.4,-5.63,2002
223,San Jose State,WAC,10,22,62.1,68.6,-6.5,1.54,-7.61,1.8,-5.81,2002
224,Colgate,Patriot,17,11,72.8,69.1,3.64,-7.15,-2.44,-3.4,-5.84,2002
225,Hofstra,CAA,12,20,65.8,70.3,-4.5,-1.38,-4.19,-1.69,-5.88,2002
226,Centenary (LA),Ind,14,13,72.1,69.3,2.78,-1.48,-1.68,-4.29,-5.98,2002
227,William & Mary,CAA,10,19,63,67.2,-4.24,-1.15,-8.26,2.19,-6.07,2002
228,Columbia,Ivy,11,17,55.1,57,-1.89,-3.72,-16.98,10.85,-6.14,2002
229,Lafayette,Patriot,15,14,72.6,71.4,1.21,-6.15,0.78,-7.22,-6.43,2002
230,Winthrop,Big South,19,12,67.5,65.1,2.39,-8.2,-8.25,1.72,-6.53,2002
231,Harvard,Ivy,14,12,64.1,64.6,-0.54,-6.09,-7.85,1.21,-6.63,2002
232,Monmouth,NEC,18,12,68.4,68.1,0.3,-7.32,-8.2,1.18,-7.02,2002
233,Wofford,Southern (South),11,18,66.9,69,-2.17,1.14,-7.99,0.96,-7.02,2002
234,Belmont,A-Sun,11,17,72.1,75.9,-3.71,-3.39,-1.07,-6.03,-7.1,2002
235,UC Riverside,Big West,8,18,64.5,70.6,-6.04,-0.61,-5.27,-1.91,-7.17,2002
236,Howard,MEAC,18,13,74.9,73.1,1.81,-9.23,-0.41,-7.02,-7.43,2002
237,Portland,WCC,6,24,71.8,80.3,-8.47,1.03,1.88,-9.31,-7.43,2002
238,Loyola Marymount,WCC,9,20,69,75.2,-6.21,-0.1,-2.85,-4.61,-7.45,2002
239,South Alabama,Sun Belt (West),7,21,64.5,70.5,-6,-0.25,-5.94,-1.51,-7.45,2002
240,Western Illinois,Mid-Cont,12,16,73.6,74.5,-0.89,-3.06,-1.18,-6.27,-7.45,2002
241,Appalachian State,Southern (North),10,18,76.4,79,-2.54,-0.64,1.62,-9.13,-7.52,2002
242,Tennessee-Martin,OVC,15,14,78,76.7,1.28,-2.61,1.04,-8.61,-7.57,2002
243,Western Carolina,Southern (North),12,16,77.9,77.8,0.11,-3,2.11,-9.98,-7.87,2002
244,Portland State,Big Sky,12,16,72.9,79,-6.14,-1.03,0.7,-8.69,-7.99,2002
245,Eastern Illinois,OVC,15,16,74.4,77.3,-2.97,-1.7,-0.49,-7.57,-8.06,2002
246,Maryland-Baltimore County,NEC,20,9,73.8,70.2,3.55,-11.62,-3.01,-5.06,-8.07,2002
247,Canisius,MAAC,10,20,65.5,68.8,-3.33,-4.82,-7.55,-0.61,-8.16,2002
248,Denver,Sun Belt (West),8,20,65,69.9,-4.93,-1.6,-6.66,-1.5,-8.16,2002
249,Tennessee State,OVC,11,17,77.6,81.1,-3.5,-2.72,1.98,-10.23,-8.24,2002
250,St. Francis (NY),NEC,18,11,80.2,77.8,2.48,-10.83,3.01,-11.36,-8.35,2002
251,Evansville,MVC,7,21,67.6,76.6,-9.04,0.68,-2.05,-6.3,-8.36,2002
252,Navy,Patriot,10,20,69.4,72.1,-2.7,-5.51,-2.51,-6.4,-8.92,2002
253,Texas State,Southland,12,16,74.6,75.1,-0.54,-6.54,-2.16,-6.77,-8.93,2002
254,VMI,Southern (North),10,18,76.5,82.1,-5.68,0.34,4.87,-13.97,-9.1,2002
255,Jacksonville State,A-Sun,13,16,70.2,71.5,-1.24,-6.43,-4.22,-5.13,-9.35,2002
256,Lamar,Southland,15,14,70.1,71.4,-1.34,-7.89,-3.47,-5.89,-9.36,2002
257,Delaware State,MEAC,16,13,64.8,63.7,1.17,-10.54,-11.17,1.8,-9.37,2002
258,Northwestern State,Southland,13,18,73.1,76.2,-3.06,-5.55,-1.71,-7.7,-9.42,2002
259,Quinnipiac,NEC,14,16,79,78.8,0.23,-9.86,3.3,-12.93,-9.63,2002
260,Idaho,Big West,9,19,55.1,63,-7.86,-1.24,-16.01,6.1,-9.91,2002
261,Idaho State,Big Sky,10,17,70.1,74.1,-4.07,-4.06,-3.71,-6.26,-9.98,2002
262,Bucknell,Patriot,13,16,61.8,64.9,-3.17,-7.07,-10.53,0.29,-10.24,2002
263,Stephen F. Austin,Southland,13,15,63.4,64.7,-1.25,-8.32,-12.59,2.27,-10.32,2002
264,UT Arlington,Southland,12,15,76.3,77.8,-1.56,-6.5,1.74,-12.09,-10.35,2002
265,Southeast Missouri State,OVC,6,22,71.1,77.7,-6.61,-3.07,-2.79,-7.89,-10.67,2002
266,UNC Asheville,Big South,13,15,69.8,73.5,-3.71,-6.67,-5.28,-5.47,-10.74,2002
267,South Carolina State,MEAC,15,16,69.7,73.3,-3.58,-7.01,-5.84,-5.38,-11.22,2002
268,Alcorn State,SWAC,21,10,79.8,76.6,3.19,-14.17,0.49,-11.77,-11.27,2002
269,Alabama A&M,SWAC,19,10,79.9,73.2,6.72,-15.8,-0.29,-11.03,-11.32,2002
270,Cal State Fullerton,Big West,5,22,62.6,71.2,-8.63,-1.06,-8.62,-2.78,-11.41,2002
271,Northeastern,AEC,7,21,71,75.1,-4.07,-8.34,-1.39,-11.02,-12.41,2002
272,Stetson,A-Sun,10,16,72.8,79.2,-6.35,-3.79,-1.42,-11.04,-12.45,2002
273,Sacramento State,Big Sky,9,19,73.4,77.6,-4.29,-5.33,-0.24,-12.47,-12.71,2002
274,Hartford,AEC,14,18,60.9,65.5,-4.63,-8.2,-12.16,-0.66,-12.82,2002
275,Youngstown State,Horizon,5,23,64.6,75,-10.43,-0.16,-7.06,-5.82,-12.89,2002
276,Maine,AEC,12,18,63.6,66.6,-3,-9.55,-12.01,-0.92,-12.93,2002
277,North Carolina A&T,MEAC,11,17,67.2,72.5,-5.36,-7.17,-7.34,-5.61,-12.95,2002
